B01003_001E,NAME,GEOID,state,place
328,"Elim city, Alaska",16000US0222250,02,22250
835,"Emmonak city, Alaska",16000US0222910,02,22910
3008,"Ester CDP, Alaska",16000US0223460,02,23460
0,"Eureka Roadhouse CDP, Alaska",16000US0223720,02,23720
16,"Evansville CDP, Alaska",16000US0223790,02,23790
40,"Excursion Inlet CDP, Alaska",16000US0223900,02,23900
32193,"Fairbanks city, Alaska",16000US0224230,02,24230
37,"False Pass city, Alaska",16000US0224660,02,24660
4149,"Farmers Loop CDP, Alaska",16000US0224980,02,24980
1081,"Farm Loop CDP, Alaska",16000US0225000,02,25000
6,"Ferry CDP, Alaska",16000US0225220,02,25220
5323,"Fishhook CDP, Alaska",16000US0225550,02,25550
0,"Flat CDP, Alaska",16000US0225880,02,25880
391,"Fort Greely CDP, Alaska",16000US0226100,02,26100
555,"Fort Yukon city, Alaska",16000US0226760,02,26760
10,"Four Mile Road CDP, Alaska",16000US0226835,02,26835
558,"Fox CDP, Alaska",16000US0226870,02,26870
649,"Fox River CDP, Alaska",16000US0226910,02,26910
1910,"Fritz Creek CDP, Alaska",16000US0227090,02,27090
776,"Funny River CDP, Alaska",16000US0227145,02,27145
205,"Gakona CDP, Alaska",16000US0227420,02,27420
554,"Galena city, Alaska",16000US0227530,02,27530
718,"Gambell city, Alaska",16000US0227640,02,27640
36,"Game Creek CDP, Alaska",16000US0227700,02,27700
5610,"Gateway CDP, Alaska",16000US0228200,02,28200
249,"Glacier View CDP, Alaska",16000US0228590,02,28590
366,"Glennallen CDP, Alaska",16000US0228740,02,28740
3862,"Goldstream CDP, Alaska",16000US0229130,02,29130
132,"Golovin city, Alaska",16000US0229180,02,29180
230,"Goodnews Bay city, Alaska",16000US0229290,02,29290
171,"Grayling city, Alaska",16000US0230060,02,30060
115,"Gulkana CDP, Alaska",16000US0230500,02,30500
496,"Gustavus city, Alaska",16000US0230940,02,30940
1955,"Haines CDP, Alaska",16000US0231050,02,31050
23,"Halibut Cove CDP, Alaska",16000US0231270,02,31270
607,"Happy Valley CDP, Alaska",16000US0231710,02,31710
142,"Harding-Birch Lakes CDP, Alaska",16000US0231765,02,31765
1120,"Healy CDP, Alaska",16000US0232150,02,32150
0,"Healy Lake CDP, Alaska",16000US0232310,02,32310
0,"Hobart Bay CDP, Alaska",16000US0232550,02,32550
124,"Hollis CDP, Alaska",16000US0232810,02,32810
214,"Holy Cross city, Alaska",16000US0233030,02,33030
5324,"Homer city, Alaska",16000US0233140,02,33140
821,"Hoonah city, Alaska",16000US0233360,02,33360
1140,"Hooper Bay city, Alaska",16000US0233470,02,33470
50,"Hope CDP, Alaska",16000US0233580,02,33580
1977,"Houston city, Alaska",16000US0233800,02,33800
62,"Hughes city, Alaska",16000US0233910,02,33910
420,"Huslia city, Alaska",16000US0234350,02,34350
277,"Hydaburg city, Alaska",16000US0234460,02,34460
13,"Hyder CDP, Alaska",16000US0234570,02,34570
49,"Igiugig CDP, Alaska",16000US0234790,02,34790
78,"Iliamna CDP, Alaska",16000US0235120,02,35120
0,"Ivanof Bay CDP, Alaska",16000US0235890,02,35890
32531,"Juneau city and borough, Alaska",16000US0236400,02,36400
551,"Kachemak city, Alaska",16000US0236540,02,36540
628,"Kake city, Alaska",16000US0236770,02,36770
155,"Kaktovik city, Alaska",16000US0236990,02,36990
7965,"Kalifornsky CDP, Alaska",16000US0237250,02,37250
192,"Kaltag city, Alaska",16000US0237430,02,37430
44,"Karluk CDP, Alaska",16000US0237540,02,37540
71,"Kasaan city, Alaska",16000US0237650,02,37650
599,"Kasigluk CDP, Alaska",16000US0237975,02,37975
388,"Kasilof CDP, Alaska",16000US0238090,02,38090
7463,"Kenai city, Alaska",16000US0238420,02,38420
128,"Kenny Lake CDP, Alaska",16000US0238910,02,38910
8197,"Ketchikan city, Alaska",16000US0238970,02,38970
380,"Kiana city, Alaska",16000US0239300,02,39300
1074,"King Cove city, Alaska",16000US0239410,02,39410
340,"King Salmon CDP, Alaska",16000US0239630,02,39630
686,"Kipnuk CDP, Alaska",16000US0239740,02,39740
576,"Kivalina city, Alaska",16000US0239960,02,39960
792,"Klawock city, Alaska",16000US0240400,02,40400
66,"Klukwan CDP, Alaska",16000US0240510,02,40510
16017,"Knik-Fairview CDP, Alaska",16000US0240645,02,40645
765,"Knik River CDP, Alaska",16000US0240670,02,40670
159,"Kobuk city, Alaska",16000US0240840,02,40840
6293,"Kodiak city, Alaska",16000US0240950,02,40950
1398,"Kodiak Station CDP, Alaska",16000US0241210,02,41210
145,"Kokhanok CDP, Alaska",16000US0241280,02,41280
129,"Koliganek CDP, Alaska",16000US0241500,02,41500
408,"Kongiganak CDP, Alaska",16000US0241610,02,41610
643,"Kotlik city, Alaska",16000US0241720,02,41720
3283,"Kotzebue city, Alaska",16000US0241830,02,41830
272,"Koyuk city, Alaska",16000US0241940,02,41940
80,"Koyukuk city, Alaska",16000US0242050,02,42050
40,"Kupreanof city, Alaska",16000US0242160,02,42160
824,"Kwethluk city, Alaska",16000US0242380,02,42380
331,"Kwigillingok CDP, Alaska",16000US0242490,02,42490
45,"Lake Louise CDP, Alaska",16000US0242805,02,42805
21,"Lake Minchumina CDP, Alaska",16000US0242820,02,42820
9028,"Lakes CDP, Alaska",16000US0242832,02,42832
61,"Larsen Bay city, Alaska",16000US0243040,02,43040
1637,"Lazy Mountain CDP, Alaska",16000US0243260,02,43260
114,"Levelock CDP, Alaska",16000US0243810,02,43810
7,"Lime Village CDP, Alaska",16000US0244030,02,44030
10,"Livengood CDP, Alaska",16000US0244580,02,44580
0,"Loring CDP, Alaska",16000US0245020,02,45020
141,"Lowell Point CDP, Alaska",16000US0245295,02,45295
317,"Lower Kalskag city, Alaska",16000US0245460,02,45460
13,"Lutak CDP, Alaska",16000US0245700,02,45700
107,"McCarthy CDP, Alaska",16000US0245790,02,45790
346,"McGrath city, Alaska",16000US0246010,02,46010
514,"McKinley Park CDP, Alaska",16000US0246560,02,46560
84,"Manley Hot Springs CDP, Alaska",16000US0246780,02,46780
691,"Manokotak city, Alaska",16000US0246890,02,46890
350,"Marshall city, Alaska",16000US0247000,02,47000
7424,"Meadow Lakes CDP, Alaska",16000US0247735,02,47735
174,"Mekoryuk city, Alaska",16000US0247990,02,47990
22,"Mendeltna CDP, Alaska",16000US0248200,02,48200
157,"Mentasta Lake CDP, Alaska",16000US0248540,02,48540
0,"Mertarvik CDP, Alaska",16000US0248590,02,48590
1661,"Metlakatla CDP, Alaska",16000US0248870,02,48870
257,"Minto CDP, Alaska",16000US0249530,02,49530
728,"Moose Creek CDP, Alaska",16000US0250080,02,50080
428,"Moose Pass CDP, Alaska",16000US0250190,02,50190
126,"Mosquito Lake CDP, Alaska",16000US0250800,02,50800
749,"Mountain Village city, Alaska",16000US0251180,02,51180
167,"Mud Bay CDP, Alaska",16000US0251455,02,51455
0,"Nabesna CDP, Alaska",16000US0251960,02,51960
567,"Naknek CDP, Alaska",16000US0252060,02,52060
238,"Nanwalek CDP, Alaska",16000US0252210,02,52210
352,"Napakiak city, Alaska",16000US0252390,02,52390
408,"Napaskiak city, Alaska",16000US0252720,02,52720
32,"Naukati Bay CDP, Alaska",16000US0252845,02,52845
170,"Nelchina CDP, Alaska",16000US0252915,02,52915
42,"Nelson Lagoon CDP, Alaska",16000US0252940,02,52940
406,"Nenana city, Alaska",16000US0253050,02,53050
67,"New Allakaket CDP, Alaska",16000US0253162,02,53162
159,"Newhalen city, Alaska",16000US0253270,02,53270
609,"New Stuyahok city, Alaska",16000US0253710,02,53710
388,"Newtok CDP, Alaska",16000US0253820,02,53820
259,"Nightmute city, Alaska",16000US0253930,02,53930
4549,"Nikiski CDP, Alaska",16000US0254050,02,54050
234,"Nikolaevsk CDP, Alaska",16000US0254085,02,54085
113,"Nikolai city, Alaska",16000US0254150,02,54150
37,"Nikolski CDP, Alaska",16000US0254260,02,54260
728,"Ninilchik CDP, Alaska",16000US0254480,02,54480
443,"Noatak CDP, Alaska",16000US0254700,02,54700
3773,"Nome city, Alaska",16000US0254920,02,54920
182,"Nondalton city, Alaska",16000US0255030,02,55030
608,"Noorvik city, Alaska",16000US0255140,02,55140
2265,"North Pole city, Alaska",16000US0255910,02,55910
131,"Northway CDP, Alaska",16000US0256220,02,56220
64,"Northway Junction CDP, Alaska",16000US0256250,02,56250
92,"Northway Village CDP, Alaska",16000US0256260,02,56260
345,"Nuiqsut city, Alaska",16000US0256320,02,56320
285,"Nulato city, Alaska",16000US0256350,02,56350
129,"Nunam Iqua city, Alaska",16000US0256600,02,56600
554,"Nunapitchuk city, Alaska",16000US0256680,02,56680
249,"Old Harbor city, Alaska",16000US0257340,02,57340
22,"Oscarville CDP, Alaska",16000US0258330,02,58330
230,"Ouzinkie city, Alaska",16000US0258550,02,58550
6449,"Palmer city, Alaska",16000US0258660,02,58660
38,"Paxson CDP, Alaska",16000US0259320,02,59320
12,"Pedro Bay CDP, Alaska",16000US0259540,02,59540
79,"Pelican city, Alaska",16000US0259650,02,59650
98,"Perryville CDP, Alaska",16000US0260200,02,60200
3024,"Petersburg CDP, Alaska",16000US0260310,02,60310
0,"Petersville CDP, Alaska",16000US0260460,02,60460
53,"Pilot Point city, Alaska",16000US0260640,02,60640
582,"Pilot Station city, Alaska",16000US0260750,02,60750
136,"Pitkas Point CDP, Alaska",16000US0260860,02,60860
42,"Platinum city, Alaska",16000US0261080,02,61080
168,"Pleasant Valley CDP, Alaska",16000US0261120,02,61120
41,"Point Baker CDP, Alaska",16000US0261190,02,61190
562,"Point Hope city, Alaska",16000US0261630,02,61630
285,"Point Lay CDP, Alaska",16000US0261700,02,61700
466,"Point MacKenzie CDP, Alaska",16000US0261788,02,61788
0,"Point Possession CDP, Alaska",16000US0261825,02,61825
0,"Pope-Vannoy Landing CDP, Alaska",16000US0262125,02,62125
0,"Portage Creek CDP, Alaska",16000US0262285,02,62285
31,"Port Alexander city, Alaska",16000US0262510,02,62510
147,"Port Alsworth CDP, Alaska",16000US0262620,02,62620
40,"Port Clarence CDP, Alaska",16000US0263170,02,63170
206,"Port Graham CDP, Alaska",16000US0263280,02,63280
81,"Port Heiden city, Alaska",16000US0263390,02,63390
231,"Port Lions city, Alaska",16000US0263610,02,63610
82,"Port Protection CDP, Alaska",16000US0263870,02,63870
73,"Primrose CDP, Alaska",16000US0264240,02,64240
2724,"Prudhoe Bay CDP, Alaska",16000US0264380,02,64380
661,"Quinhagak city, Alaska",16000US0264600,02,64600
7,"Rampart CDP, Alaska",16000US0264820,02,64820
22,"Red Devil CDP, Alaska",16000US0264930,02,64930
81,"Red Dog Mine CDP, Alaska",16000US0264980,02,64980
2195,"Ridgeway CDP, Alaska",16000US0265345,02,65345
202,"Ruby city, Alaska",16000US0265590,02,65590
410,"Russian Mission city, Alaska",16000US0265700,02,65700
53,"St. George city, Alaska",16000US0265800,02,65800
583,"St. Mary's city, Alaska",16000US0266140,02,66140
396,"St. Michael city, Alaska",16000US0266360,02,66360
576,"St. Paul city, Alaska",16000US0266470,02,66470
1110,"Salamatof CDP, Alaska",16000US0266510,02,66510
984,"Salcha CDP, Alaska",16000US0266550,02,66550
1188,"Sand Point city, Alaska",16000US0267020,02,67020
883,"Savoonga city, Alaska",16000US0267460,02,67460
401,"Saxman city, Alaska",16000US0267570,02,67570
488,"Scammon Bay city, Alaska",16000US0267680,02,67680
794,"Selawik city, Alaska",16000US0268230,02,68230
243,"Seldovia city, Alaska",16000US0268340,02,68340
174,"Seldovia Village CDP, Alaska",16000US0268370,02,68370
2710,"Seward city, Alaska",16000US0268560,02,68560
43,"Shageluk city, Alaska",16000US0268670,02,68670
223,"Shaktoolik city, Alaska",16000US0268890,02,68890
573,"Shishmaref city, Alaska",16000US0269770,02,69770
342,"Shungnak city, Alaska",16000US0270100,02,70100
168,"Silver Springs CDP, Alaska",16000US0270320,02,70320
8943,"Sitka city and borough, Alaska",16000US0270540,02,70540
957,"Skagway CDP, Alaska",16000US0270760,02,70760
42,"Skwentna CDP, Alaska",16000US0270870,02,70870
84,"Slana CDP, Alaska",16000US0270930,02,70930
96,"Sleetmute CDP, Alaska",16000US0271090,02,71090
4409,"Soldotna city, Alaska",16000US0271640,02,71640
63,"South Naknek CDP, Alaska",16000US0272190,02,72190
581,"South Van Horn CDP, Alaska",16000US0272230,02,72230
547,"Stebbins city, Alaska",16000US0272960,02,72960
6272,"Steele Creek CDP, Alaska",16000US0272985,02,72985
6054,"Sterling CDP, Alaska",16000US0273070,02,73070
25,"Stevens Village CDP, Alaska",16000US0273290,02,73290
40,"Stony River CDP, Alaska",16000US0273400,02,73400
15,"Sunrise CDP, Alaska",16000US0273950,02,73950
0,"Susitna CDP, Alaska",16000US0274340,02,74340
1404,"Susitna North CDP, Alaska",16000US0274350,02,74350
1602,"Sutton-Alpine CDP, Alaska",16000US0274525,02,74525
49,"Takotna CDP, Alaska",16000US0274610,02,74610
616,"Talkeetna CDP, Alaska",16000US0274830,02,74830
127,"Tanacross CDP, Alaska",16000US0275050,02,75050
9640,"Tanaina CDP, Alaska",16000US0275077,02,75077
277,"Tanana city, Alaska",16000US0275160,02,75160
86,"Tatitlek CDP, Alaska",16000US0275380,02,75380
358,"Tazlina CDP, Alaska",16000US0275480,02,75480
165,"Teller city, Alaska",16000US0275930,02,75930
150,"Tenakee Springs city, Alaska",16000US0276260,02,76260
121,"Tetlin CDP, Alaska",16000US0276590,02,76590
566,"Thorne Bay city, Alaska",16000US0277140,02,77140
787,"Togiak city, Alaska",16000US0277690,02,77690
1331,"Tok CDP, Alaska",16000US0277800,02,77800
549,"Toksook Bay city, Alaska",16000US0278240,02,78240
0,"Tolsona CDP, Alaska",16000US0278297,02,78297
30,"Tonsina CDP, Alaska",16000US0278350,02,78350
432,"Trapper Creek CDP, Alaska",16000US0278680,02,78680
436,"Tuluksak CDP, Alaska",16000US0278790,02,78790
466,"Tuntutuliak CDP, Alaska",16000US0279120,02,79120
294,"Tununak CDP, Alaska",16000US0279230,02,79230
95,"Twin Hills CDP, Alaska",16000US0279780,02,79780
238,"Two Rivers CDP, Alaska",16000US0279830,02,79830
214,"Tyonek CDP, Alaska",16000US0279890,02,79890
19,"Ugashik CDP, Alaska",16000US0280100,02,80100
710,"Unalakleet city, Alaska",16000US0280660,02,80660
4619,"Unalaska city, Alaska",16000US0280770,02,80770
284,"Upper Kalskag city, Alaska",16000US0281320,02,81320
3979,"Valdez city, Alaska",16000US0282200,02,82200
177,"Venetie CDP, Alaska",16000US0282420,02,82420
458,"Wainwright city, Alaska",16000US0282750,02,82750
155,"Wales city, Alaska",16000US0282860,02,82860
8676,"Wasilla city, Alaska",16000US0283080,02,83080
16,"Whale Pass CDP, Alaska",16000US0284000,02,84000
179,"White Mountain city, Alaska",16000US0284070,02,84070
195,"Whitestone CDP, Alaska",16000US0284120,02,84120
0,"Whitestone Logging Camp CDP, Alaska",16000US0284200,02,84200
295,"Whittier city, Alaska",16000US0284510,02,84510
2085,"Willow CDP, Alaska",16000US0285280,02,85280
8,"Willow Creek CDP, Alaska",16000US0285290,02,85290
11,"Wiseman CDP, Alaska",16000US0285610,02,85610
852,"Womens Bay CDP, Alaska",16000US0285680,02,85680
2387,"Wrangell city and borough, Alaska",16000US0286380,02,86380
597,"Yakutat CDP, Alaska",16000US0286490,02,86490
52,"Abanda CDP, Alabama",16000US0100100,01,00100
2646,"Abbeville city, Alabama",16000US0100124,01,00124
4454,"Adamsville city, Alabama",16000US0100460,01,00460
682,"Addison town, Alabama",16000US0100484,01,00484
293,"Akron town, Alabama",16000US0100676,01,00676
31905,"Alabaster city, Alabama",16000US0100820,01,00820
21406,"Albertville city, Alabama",16000US0100988,01,00988
14787,"Alexander City city, Alabama",16000US0101132,01,01132
3912,"Alexandria CDP, Alabama",16000US0101180,01,01180
3727,"Aliceville city, Alabama",16000US0101228,01,01228
803,"Allgood town, Alabama",16000US0101396,01,01396
808,"Altoona town, Alabama",16000US0101660,01,01660
9058,"Andalusia city, Alabama",16000US0101708,01,01708
253,"Anderson town, Alabama",16000US0101756,01,01756
22626,"Anniston city, Alabama",16000US0101852,01,01852
8282,"Arab city, Alabama",16000US0102116,01,02116
1419,"Ardmore town, Alabama",16000US0102260,01,02260
4146,"Argo town, Alabama",16000US0102320,01,02320
702,"Ariton town, Alabama",16000US0102428,01,02428
476,"Arley town, Alabama",16000US0102500,01,02500
2316,"Ashford town, Alabama",16000US0102836,01,02836
2667,"Ashland town, Alabama",16000US0102860,01,02860
2342,"Ashville city, Alabama",16000US0102908,01,02908
23938,"Athens city, Alabama",16000US0102956,01,02956
10072,"Atmore city, Alabama",16000US0103004,01,03004
5965,"Attalla city, Alabama",16000US0103028,01,03028
58693,"Auburn city, Alabama",16000US0103076,01,03076
1119,"Autaugaville town, Alabama",16000US0103220,01,03220
594,"Avon town, Alabama",16000US0103364,01,03364
911,"Axis CDP, Alabama",16000US0103508,01,03508
687,"Babbie town, Alabama",16000US0103556,01,03556
909,"Baileyton town, Alabama",16000US0103676,01,03676
209,"Bakerhill town, Alabama",16000US0103724,01,03724
1535,"Ballplay CDP, Alabama",16000US0103820,01,03820
136,"Banks town, Alabama",16000US0103940,01,03940
8843,"Bay Minette city, Alabama",16000US0104660,01,04660
2634,"Bayou La Batre city, Alabama",16000US0104684,01,04684
1296,"Bear Creek town, Alabama",16000US0104852,01,04852
294,"Beatrice town, Alabama",16000US0104900,01,04900
273,"Beaverton town, Alabama",16000US0104948,01,04948
66,"Belgreen CDP, Alabama",16000US0105140,01,05140
289,"Belk town, Alabama",16000US0105164,01,05164
816,"Bellamy CDP, Alabama",16000US0105188,01,05188
539,"Belle Fontaine CDP, Alabama",16000US0105212,01,05212
49,"Benton town, Alabama",16000US0105692,01,05692
1392,"Berry town, Alabama",16000US0105932,01,05932
27043,"Bessemer city, Alabama",16000US0105980,01,05980
176,"Billingsley town, Alabama",16000US0106460,01,06460
212211,"Birmingham city, Alabama",16000US0107000,01,07000
157,"Black town, Alabama",16000US0107120,01,07120
1967,"Blountsville town, Alabama",16000US0107456,01,07456
1461,"Blue Ridge CDP, Alabama",16000US0107588,01,07588
99,"Blue Springs town, Alabama",16000US0107672,01,07672
9673,"Boaz city, Alabama",16000US0107912,01,07912
640,"Boligee town, Alabama",16000US0108104,01,08104
103,"Bon Air town, Alabama",16000US0108248,01,08248
648,"Bon Secour CDP, Alabama",16000US0108272,01,08272
67,"Boykin CDP, Alabama",16000US0108680,01,08680
971,"Brantley town, Alabama",16000US0109016,01,09016
1111,"Brantleyville CDP, Alabama",16000US0109064,01,09064
4898,"Brent city, Alabama",16000US0109136,01,09136
5424,"Brewton city, Alabama",16000US0109208,01,09208
2300,"Bridgeport city, Alabama",16000US0109328,01,09328
2904,"Brighton city, Alabama",16000US0109400,01,09400
908,"Brilliant town, Alabama",16000US0109424,01,09424
531,"Bristow Cove CDP, Alabama",16000US0109457,01,09457
7032,"Brook Highland CDP, Alabama",16000US0109500,01,09500
1258,"Brookside town, Alabama",16000US0109736,01,09736
1932,"Brookwood town, Alabama",16000US0109808,01,09808
160,"Broomtown CDP, Alabama",16000US0109880,01,09880
2189,"Brundidge city, Alabama",16000US0110240,01,10240
50,"Bucks CDP, Alabama",16000US0110456,01,10456
2360,"Butler town, Alabama",16000US0111032,01,11032
12593,"Calera city, Alabama",16000US0111416,01,11416
394,"Calvert CDP, Alabama",16000US0111488,01,11488
2721,"Camden city, Alabama",16000US0111512,01,11512
1051,"Camp Hill town, Alabama",16000US0111680,01,11680
1739,"Carbon Hill city, Alabama",16000US0112016,01,12016
30,"Cardiff town, Alabama",16000US0112040,01,12040
2910,"Carlisle-Rockledge CDP, Alabama",16000US0112070,01,12070
74,"Carlton CDP, Alabama",16000US0112112,01,12112
285,"Carolina town, Alabama",16000US0112160,01,12160
922,"Carrollton town, Alabama",16000US0112304,01,12304
543,"Castleberry town, Alabama",16000US0112496,01,12496
20,"Catherine CDP, Alabama",16000US0112544,01,12544
2017,"Cedar Bluff town, Alabama",16000US0112760,01,12760
16797,"Center Point city, Alabama",16000US0113264,01,13264
3570,"Centre city, Alabama",16000US0113648,01,13648
2719,"Centreville city, Alabama",16000US0113672,01,13672
1006,"Chatom town, Alabama",16000US0114008,01,14008
11386,"Chelsea city, Alabama",16000US0114104,01,14104
850,"Cherokee town, Alabama",16000US0114152,01,14152
6005,"Chickasaw city, Alabama",16000US0114392,01,14392
5105,"Childersburg city, Alabama",16000US0114464,01,14464
2279,"Choccolocco CDP, Alabama",16000US0114728,01,14728
136,"Chunchula CDP, Alabama",16000US0114968,01,14968
3886,"Citronelle city, Alabama",16000US0115064,01,15064
8715,"Clanton city, Alabama",16000US0115136,01,15136
9682,"Clay city, Alabama",16000US0115256,01,15256
441,"Clayhatchee town, Alabama",16000US0115304,01,15304
2947,"Clayton town, Alabama",16000US0115376,01,15376
1206,"Cleveland town, Alabama",16000US0115472,01,15472
856,"Clio city, Alabama",16000US0115640,01,15640
1808,"Coaling town, Alabama",16000US0116000,01,16000
1842,"Coats Bend CDP, Alabama",16000US0116080,01,16080
264,"Coffee Springs town, Alabama",16000US0116240,01,16240
383,"Coffeeville town, Alabama",16000US0116264,01,16264
819,"Coker town, Alabama",16000US0116312,01,16312
2104,"Collinsville town, Alabama",16000US0116600,01,16600
345,"Colony town, Alabama",16000US0116684,01,16684
680,"Columbia town, Alabama",16000US0116744,01,16744
4176,"Columbiana city, Alabama",16000US0116768,01,16768
2044,"Concord CDP, Alabama",16000US0116936,01,16936
1374,"Coosada town, Alabama",16000US0117176,01,17176
2074,"Cordova city, Alabama",16000US0117368,01,17368
3702,"Cottondale CDP, Alabama",16000US0117704,01,17704
1438,"Cottonwood town, Alabama",16000US0117824,01,17824
187,"County Line town, Alabama",16000US0117968,01,17968
592,"Courtland town, Alabama",16000US0118040,01,18040
2071,"Cowarts town, Alabama",16000US0118088,01,18088
1842,"Creola city, Alabama",16000US0118304,01,18304
2312,"Crossville town, Alabama",16000US0118856,01,18856
509,"Cuba town, Alabama",16000US0118952,01,18952
15014,"Cullman city, Alabama",16000US0118976,01,18976
117,"Cullomburg CDP, Alabama",16000US0119024,01,19024
151,"Cusseta town, Alabama",16000US0119216,01,19216
3181,"Dadeville city, Alabama",16000US0119336,01,19336
5188,"Daleville city, Alabama",16000US0119360,01,19360
23559,"Daphne city, Alabama",16000US0119648,01,19648
1319,"Dauphin Island town, Alabama",16000US0119744,01,19744
271,"Daviston town, Alabama",16000US0119816,01,19816
25,"Dayton town, Alabama",16000US0119912,01,19912
1218,"Deatsville town, Alabama",16000US0120008,01,20008
55598,"Decatur city, Alabama",16000US0120104,01,20104
203,"Deer Park CDP, Alabama",16000US0120152,01,20152
259,"Delta CDP, Alabama",16000US0120272,01,20272
