B01003_001E,NAME,GEOID,metropolitan statistical area/micropolitan statistical area
23319,"Liberal, KS Micro Area",31000US30580,30580
105562,"Lima, OH Metro Area",31000US30620,30620
30047,"Lincoln, IL Micro Area",31000US30660,30660
310665,"Lincoln, NE Metro Area",31000US30700,30700
716849,"Little Rock-North Little Rock-Conway, AR Metro Area",31000US30780,30780
39611,"Lock Haven, PA Micro Area",31000US30820,30820
128807,"Logan, UT-ID Metro Area",31000US30860,30860
36169,"Logan, WV Micro Area",31000US30880,30880
38730,"Logansport, IN Micro Area",31000US30900,30900
126949,"London, KY Micro Area",31000US30940,30940
216746,"Longview, TX Metro Area",31000US30980,30980
102072,"Longview, WA Metro Area",31000US31020,31020
17974,"Los Alamos, NM Micro Area",31000US31060,31060
13060534,"Los Angeles-Long Beach-Anaheim, CA Metro Area",31000US31080,31080
1253305,"Louisville/Jefferson County, KY-IN Metro Area",31000US31140,31140
298578,"Lubbock, TX Metro Area",31000US31180,31180
28705,"Ludington, MI Micro Area",31000US31220,31220
87433,"Lufkin, TX Micro Area",31000US31260,31260
134913,"Lumberton, NC Micro Area",31000US31300,31300
255440,"Lynchburg, VA Metro Area",31000US31340,31340
32388,"Macomb, IL Micro Area",31000US31380,31380
231956,"Macon, GA Metro Area",31000US31420,31420
152452,"Madera, CA Metro Area",31000US31460,31460
32447,"Madison, IN Micro Area",31000US31500,31500
620368,"Madison, WI Metro Area",31000US31540,31540
46684,"Madisonville, KY Micro Area",31000US31580,31580
24400,"Magnolia, AR Micro Area",31000US31620,31620
51508,"Malone, NY Micro Area",31000US31660,31660
33277,"Malvern, AR Micro Area",31000US31680,31680
402776,"Manchester-Nashua, NH Metro Area",31000US31700,31700
96816,"Manhattan, KS Metro Area",31000US31740,31740
80805,"Manitowoc, WI Micro Area",31000US31820,31820
97643,"Mankato-North Mankato, MN Metro Area",31000US31860,31860
122813,"Mansfield, OH Metro Area",31000US31900,31900
61473,"Marietta, OH Micro Area",31000US31930,31930
65326,"Marinette, WI-MI Micro Area",31000US31940,31940
69313,"Marion, IN Micro Area",31000US31980,31980
44982,"Marion, NC Micro Area",31000US32000,32000
66171,"Marion, OH Micro Area",31000US32020,32020
67535,"Marquette, MI Micro Area",31000US32100,32100
25724,"Marshall, MN Micro Area",31000US32140,32140
23363,"Marshall, MO Micro Area",31000US32180,32180
66971,"Marshall, TX Micro Area",31000US32220,32220
40922,"Marshalltown, IA Micro Area",31000US32260,32260
34699,"Martin, TN Micro Area",31000US32280,32280
66705,"Martinsville, VA Micro Area",31000US32300,32300
23296,"Maryville, MO Micro Area",31000US32340,32340
51274,"Mason City, IA Micro Area",31000US32380,32380
37451,"Mayfield, KY Micro Area",31000US32460,32460
17398,"Maysville, KY Micro Area",31000US32500,32500
45220,"McAlester, OK Micro Area",31000US32540,32540
806447,"McAllen-Edinburg-Mission, TX Metro Area",31000US32580,32580
53166,"McComb, MS Micro Area",31000US32620,32620
39867,"McMinnville, TN Micro Area",31000US32660,32660
29308,"McPherson, KS Micro Area",31000US32700,32700
87801,"Meadville, PA Micro Area",31000US32740,32740
206583,"Medford, OR Metro Area",31000US32780,32780
1337014,"Memphis, TN-MS-AR Metro Area",31000US32820,32820
44045,"Menomonie, WI Micro Area",31000US32860,32860
261609,"Merced, CA Metro Area",31000US32900,32900
107080,"Meridian, MS Micro Area",31000US32940,32940
28566,"Merrill, WI Micro Area",31000US32980,32980
25637,"Mexico, MO Micro Area",31000US33020,33020
32086,"Miami, OK Micro Area",31000US33060,33060
5775204,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",31000US33100,33100
111293,"Michigan City-La Porte, IN Metro Area",31000US33140,33140
28234,"Middlesborough, KY Micro Area",31000US33180,33180
83620,"Midland, MI Metro Area",31000US33220,33220
151483,"Midland, TX Metro Area",31000US33260,33260
54897,"Milledgeville, GA Micro Area",31000US33300,33300
1565368,"Milwaukee-Waukesha-West Allis, WI Metro Area",31000US33340,33340
28028,"Mineral Wells, TX Micro Area",31000US33420,33420
3424786,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",31000US33460,33460
74111,"Minot, ND Micro Area",31000US33500,33500
111011,"Missoula, MT Metro Area",31000US33540,33540
23122,"Mitchell, SD Micro Area",31000US33580,33580
25207,"Moberly, MO Micro Area",31000US33620,33620
414045,"Mobile, AL Metro Area",31000US33660,33660
522794,"Modesto, CA Metro Area",31000US33700,33700
177908,"Monroe, LA Metro Area",31000US33740,33740
150851,"Monroe, MI Metro Area",31000US33780,33780
375225,"Montgomery, AL Metro Area",31000US33860,33860
40885,"Montrose, CO Micro Area",31000US33940,33940
67851,"Morehead City, NC Micro Area",31000US33980,33980
53784,"Morgan City, LA Micro Area",31000US34020,34020
134052,"Morgantown, WV Metro Area",31000US34060,34060
115029,"Morristown, TN Metro Area",31000US34100,34100
37989,"Moscow, ID Micro Area",31000US34140,34140
91458,"Moses Lake, WA Micro Area",31000US34180,34180
45987,"Moultrie, GA Micro Area",31000US34220,34220
41154,"Mountain Home, AR Micro Area",31000US34260,34260
26349,"Mountain Home, ID Micro Area",31000US34300,34300
73391,"Mount Airy, NC Micro Area",31000US34340,34340
70506,"Mount Pleasant, MI Micro Area",31000US34380,34380
32540,"Mount Pleasant, TX Micro Area",31000US34420,34420
45190,"Mount Sterling, KY Micro Area",31000US34460,34460
38716,"Mount Vernon, IL Micro Area",31000US34500,34500
61063,"Mount Vernon, OH Micro Area",31000US34540,34540
118364,"Mount Vernon-Anacortes, WA Metro Area",31000US34580,34580
117441,"Muncie, IN Metro Area",31000US34620,34620
37981,"Murray, KY Micro Area",31000US34660,34660
42857,"Muscatine, IA Micro Area",31000US34700,34700
171328,"Muskegon, MI Metro Area",31000US34740,34740
70519,"Muskogee, OK Micro Area",31000US34780,34780
396187,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",31000US34820,34820
65322,"Nacogdoches, TX Micro Area",31000US34860,34860
139253,"Napa, CA Metro Area",31000US34900,34900
334474,"Naples-Immokalee-Marco Island, FL Metro Area",31000US34940,34940
1730515,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",31000US34980,34980
52798,"Natchez, MS-LA Micro Area",31000US35020,35020
39359,"Natchitoches, LA Micro Area",31000US35060,35060
127820,"New Bern, NC Metro Area",31000US35100,35100
37593,"Newberry, SC Micro Area",31000US35140,35140
49227,"New Castle, IN Micro Area",31000US35220,35220
89859,"New Castle, PA Micro Area",31000US35260,35260
863148,"New Haven-Milford, CT Metro Area",31000US35300,35300
1226440,"New Orleans-Metairie, LA Metro Area",31000US35380,35380
92616,"New Philadelphia-Dover, OH Micro Area",31000US35420,35420
46138,"Newport, OR Micro Area",31000US35440,35440
35453,"Newport, TN Micro Area",31000US35460,35460
36715,"Newton, IA Micro Area",31000US35500,35500
25513,"New Ulm, MN Micro Area",31000US35580,35580
19865045,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",31000US35620,35620
155992,"Niles-Benton Harbor, MI Metro Area",31000US35660,35660
47250,"Nogales, AZ Micro Area",31000US35700,35700
48416,"Norfolk, NE Micro Area",31000US35740,35740
37216,"North Platte, NE Micro Area",31000US35820,35820
722784,"North Port-Sarasota-Bradenton, FL Metro Area",31000US35840,35840
28223,"North Vernon, IN Micro Area",31000US35860,35860
69093,"North Wilkesboro, NC Micro Area",31000US35900,35900
59186,"Norwalk, OH Micro Area",31000US35940,35940
274071,"Norwich-New London, CT Metro Area",31000US35980,35980
78951,"Oak Harbor, WA Micro Area",31000US36020,36020
334771,"Ocala, FL Metro Area",31000US36100,36100
96286,"Ocean City, NJ Metro Area",31000US36140,36140
144932,"Odessa, TX Metro Area",31000US36220,36220
614521,"Ogden-Clearfield, UT Metro Area",31000US36260,36260
112015,"Ogdensburg-Massena, NY Micro Area",31000US36300,36300
54265,"Oil City, PA Micro Area",31000US36340,36340
39398,"Okeechobee, FL Micro Area",31000US36380,36380
1297998,"Oklahoma City, OK Metro Area",31000US36420,36420
79397,"Olean, NY Micro Area",31000US36460,36460
259330,"Olympia-Tumwater, WA Metro Area",31000US36500,36500
886157,"Omaha-Council Bluffs, NE-IA Metro Area",31000US36540,36540
61778,"Oneonta, NY Micro Area",31000US36580,36580
53398,"Ontario, OR-ID Micro Area",31000US36620,36620
83518,"Opelousas, LA Micro Area",31000US36660,36660
91262,"Orangeburg, SC Micro Area",31000US36700,36700
2226835,"Orlando-Kissimmee-Sanford, FL Metro Area",31000US36740,36740
168413,"Oshkosh-Neenah, WI Metro Area",31000US36780,36780
22420,"Oskaloosa, IA Micro Area",31000US36820,36820
18951,"Othello, WA Micro Area",31000US36830,36830
25834,"Ottawa, KS Micro Area",31000US36840,36840
152954,"Ottawa-Peru, IL Micro Area",31000US36860,36860
44171,"Ottumwa, IA Micro Area",31000US36900,36900
36472,"Owatonna, MN Micro Area",31000US36940,36940
115795,"Owensboro, KY Metro Area",31000US36980,36980
69553,"Owosso, MI Micro Area",31000US37020,37020
50256,"Oxford, MS Micro Area",31000US37060,37060
57955,"Oxford, NC Micro Area",31000US37080,37080
835790,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",31000US37100,37100
50013,"Ozark, AL Micro Area",31000US37120,37120
98410,"Paducah, KY-IL Micro Area",31000US37140,37140
42938,"Pahrump, NV Micro Area",31000US37220,37220
73191,"Palatka, FL Micro Area",31000US37260,37260
58084,"Palestine, TX Micro Area",31000US37300,37300
548891,"Palm Bay-Melbourne-Titusville, FL Metro Area",31000US37340,37340
22771,"Pampa, TX Micro Area",31000US37420,37420
188769,"Panama City, FL Metro Area",31000US37460,37460
42970,"Paragould, AR Micro Area",31000US37500,37500
32279,"Paris, TN Micro Area",31000US37540,37540
49704,"Paris, TX Micro Area",31000US37580,37580
92405,"Parkersburg-Vienna, WV Metro Area",31000US37620,37620
21225,"Parsons, KS Micro Area",31000US37660,37660
53242,"Payson, AZ Micro Area",31000US37740,37740
13978,"Pecos, TX Micro Area",31000US37780,37780
462339,"Pensacola-Ferry Pass-Brent, FL Metro Area",31000US37860,37860
380241,"Peoria, IL Metro Area",31000US37900,37900
36394,"Peru, IN Micro Area",31000US37940,37940
6015336,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",31000US37980,37980
4337542,"Phoenix-Mesa-Scottsdale, AZ Metro Area",31000US38060,38060
55293,"Picayune, MS Micro Area",31000US38100,38100
21824,"Pierre, SD Micro Area",31000US38180,38180
97365,"Pine Bluff, AR Metro Area",31000US38220,38220
90579,"Pinehurst-Southern Pines, NC Micro Area",31000US38240,38240
39277,"Pittsburg, KS Micro Area",31000US38260,38260
2358793,"Pittsburgh, PA Metro Area",31000US38300,38300
130064,"Pittsfield, MA Metro Area",31000US38340,38340
35925,"Plainview, TX Micro Area",31000US38380,38380
51272,"Platteville, WI Micro Area",31000US38420,38420
81829,"Plattsburgh, NY Micro Area",31000US38460,38460
47032,"Plymouth, IN Micro Area",31000US38500,38500
83394,"Pocatello, ID Metro Area",31000US38540,38540
57970,"Point Pleasant, WV-OH Micro Area",31000US38580,38580
45781,"Ponca City, OK Micro Area",31000US38620,38620
38476,"Pontiac, IL Micro Area",31000US38700,38700
42957,"Poplar Bluff, MO Micro Area",31000US38740,38740
20065,"Portales, NM Micro Area",31000US38780,38780
72024,"Port Angeles, WA Micro Area",31000US38820,38820
41304,"Port Clinton, OH Micro Area",31000US38840,38840
518387,"Portland-South Portland, ME Metro Area",31000US38860,38860
2288796,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",31000US38900,38900
21569,"Port Lavaca, TX Micro Area",31000US38920,38920
433646,"Port St. Lucie, FL Metro Area",31000US38940,38940
78520,"Portsmouth, OH Micro Area",31000US39020,39020
147146,"Pottsville, PA Micro Area",31000US39060,39060
213689,"Prescott, AZ Metro Area",31000US39140,39140
21118,"Price, UT Micro Area",31000US39220,39220
20798,"Prineville, OR Micro Area",31000US39260,39260
1604317,"Providence-Warwick, RI-MA Metro Area",31000US39300,39300
550774,"Provo-Orem, UT Metro Area",31000US39340,39340
160757,"Pueblo, CO Metro Area",31000US39380,39380
46003,"Pullman, WA Micro Area",31000US39420,39420
163151,"Punta Gorda, FL Metro Area",31000US39460,39460
77289,"Quincy, IL-MO Micro Area",31000US39500,39500
195039,"Racine, WI Metro Area",31000US39540,39540
1189579,"Raleigh, NC Metro Area",31000US39580,39580
139040,"Rapid City, SD Metro Area",31000US39660,39660
22056,"Raymondville, TX Micro Area",31000US39700,39700
413016,"Reading, PA Metro Area",31000US39740,39740
63284,"Red Bluff, CA Micro Area",31000US39780,39780
178520,"Redding, CA Metro Area",31000US39820,39820
46336,"Red Wing, MN Micro Area",31000US39860,39860
433919,"Reno, NV Metro Area",31000US39900,39900
50778,"Rexburg, ID Micro Area",31000US39940,39940
68360,"Richmond, IN Micro Area",31000US39980,39980
1234058,"Richmond, VA Metro Area",31000US40060,40060
102450,"Richmond-Berea, KY Micro Area",31000US40080,40080
62040,"Rio Grande City, TX Micro Area",31000US40100,40100
4345485,"Riverside-San Bernardino-Ontario, CA Metro Area",31000US40140,40140
40739,"Riverton, WY Micro Area",31000US40180,40180
310934,"Roanoke, VA Metro Area",31000US40220,40220
75113,"Roanoke Rapids, NC Micro Area",31000US40260,40260
52782,"Rochelle, IL Micro Area",31000US40300,40300
210004,"Rochester, MN Metro Area",31000US40340,40340
1082578,"Rochester, NY Metro Area",31000US40380,40380
346031,"Rockford, IL Metro Area",31000US40420,40420
46317,"Rockingham, NC Micro Area",31000US40460,40460
44595,"Rock Springs, WY Micro Area",31000US40540,40540
150953,"Rocky Mount, NC Metro Area",31000US40580,40580
45091,"Rolla, MO Micro Area",31000US40620,40620
96146,"Rome, GA Metro Area",31000US40660,40660
107156,"Roseburg, OR Micro Area",31000US40700,40700
65850,"Roswell, NM Micro Area",31000US40740,40740
84621,"Russellville, AR Micro Area",31000US40780,40780
47243,"Ruston, LA Micro Area",31000US40820,40820
60864,"Rutland, VT Micro Area",31000US40860,40860
2197422,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",31000US40900,40900
37311,"Safford, AZ Micro Area",31000US40940,40940
197727,"Saginaw, MI Metro Area",31000US40980,40980
190708,"St. Cloud, MN Metro Area",31000US41060,41060
144844,"St. George, UT Metro Area",31000US41100,41100
127637,"St. Joseph, MO-KS Metro Area",31000US41140,41140
2797737,"St. Louis, MO-IL Metro Area",31000US41180,41180
51193,"St. Marys, GA Micro Area",31000US41220,41220
106622,"Salem, OH Micro Area",31000US41400,41400
396912,"Salem, OR Metro Area",31000US41420,41420
61868,"Salina, KS Micro Area",31000US41460,41460
424927,"Salinas, CA Metro Area",31000US41500,41500
381868,"Salisbury, MD-DE Metro Area",31000US41540,41540
1123643,"Salt Lake City, UT Metro Area",31000US41620,41620
115142,"San Angelo, TX Metro Area",31000US41660,41660
2239222,"San Antonio-New Braunfels, TX Metro Area",31000US41700,41700
3183143,"San Diego-Carlsbad, CA Metro Area",31000US41740,41740
40899,"Sandpoint, ID Micro Area",31000US41760,41760
76416,"Sandusky, OH Micro Area",31000US41780,41780
59096,"Sanford, NC Micro Area",31000US41820,41820
4466251,"San Francisco-Oakland-Hayward, CA Metro Area",31000US41860,41860
1898457,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",31000US41940,41940
274184,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",31000US42020,42020
267203,"Santa Cruz-Watsonville, CA Metro Area",31000US42100,42100
146361,"Santa Fe, NM Metro Area",31000US42140,42140
431555,"Santa Maria-Santa Barbara, CA Metro Area",31000US42200,42200
491790,"Santa Rosa, CA Metro Area",31000US42220,42220
38698,"Sault Ste. Marie, MI Micro Area",31000US42300,42300
361161,"Savannah, GA Metro Area",31000US42340,42340
62510,"Sayre, PA Micro Area",31000US42380,42380
38911,"Scottsbluff, NE Micro Area",31000US42420,42420
53012,"Scottsboro, AL Micro Area",31000US42460,42460
562644,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",31000US42540,42540
78275,"Searcy, AR Micro Area",31000US42620,42620
3557037,"Seattle-Tacoma-Bellevue, WA Metro Area",31000US42660,42660
140918,"Sebastian-Vero Beach, FL Metro Area",31000US42680,42680
98261,"Sebring, FL Metro Area",31000US42700,42700
42213,"Sedalia, MO Micro Area",31000US42740,42740
39922,"Selinsgrove, PA Micro Area",31000US42780,42780
42743,"Selma, AL Micro Area",31000US42820,42820
74656,"Seneca, SC Micro Area",31000US42860,42860
35232,"Seneca Falls, NY Micro Area",31000US42900,42900
92561,"Sevierville, TN Micro Area",31000US42940,42940
43127,"Seymour, IN Micro Area",31000US42980,42980
46079,"Shawano, WI Micro Area",31000US43020,43020
70700,"Shawnee, OK Micro Area",31000US43060,43060
115168,"Sheboygan, WI Metro Area",31000US43100,43100
97464,"Shelby, NC Micro Area",31000US43140,43140
45660,"Shelbyville, TN Micro Area",31000US43180,43180
60728,"Shelton, WA Micro Area",31000US43220,43220
29578,"Sheridan, WY Micro Area",31000US43260,43260
121975,"Sherman-Denison, TX Metro Area",31000US43300,43300
107489,"Show Low, AZ Micro Area",31000US43320,43320
445305,"Shreveport-Bossier City, LA Metro Area",31000US43340,43340
49165,"Sidney, OH Micro Area",31000US43380,43380
130807,"Sierra Vista-Douglas, AZ Metro Area",31000US43420,43420
39137,"Sikeston, MO Micro Area",31000US43460,43460
29303,"Silver City, NM Micro Area",31000US43500,43500
168824,"Sioux City, IA-NE-SD Metro Area",31000US43580,43580
238294,"Sioux Falls, SD Metro Area",31000US43620,43620
17108,"Snyder, TX Micro Area",31000US43660,43660
63505,"Somerset, KY Micro Area",31000US43700,43700
77011,"Somerset, PA Micro Area",31000US43740,43740
54347,"Sonora, CA Micro Area",31000US43760,43760
318917,"South Bend-Mishawaka, IN-MI Metro Area",31000US43780,43780
317057,"Spartanburg, SC Metro Area",31000US43900,43900
24478,"Spearfish, SD Micro Area",31000US43940,43940
16555,"Spencer, IA Micro Area",31000US43980,43980
16877,"Spirit Lake, IA Micro Area",31000US44020,44020
533456,"Spokane-Spokane Valley, WA Metro Area",31000US44060,44060
211466,"Springfield, IL Metro Area",31000US44100,44100
626775,"Springfield, MA Metro Area",31000US44140,44140
444728,"Springfield, MO Metro Area",31000US44180,44180
137303,"Springfield, OH Metro Area",31000US44220,44220
48639,"Starkville, MS Micro Area",31000US44260,44260
156240,"State College, PA Metro Area",31000US44300,44300
71940,"Statesboro, GA Micro Area",31000US44340,44340
119016,"Staunton-Waynesboro, VA Metro Area",31000US44420,44420
23428,"Steamboat Springs, CO Micro Area",31000US44460,44460
39291,"Stephenville, TX Micro Area",31000US44500,44500
22604,"Sterling, CO Micro Area",31000US44540,44540
57680,"Sterling, IL Micro Area",31000US44580,44580
70337,"Stevens Point, WI Micro Area",31000US44620,44620
78723,"Stillwater, OK Micro Area",31000US44660,44660
701050,"Stockton-Lodi, CA Metro Area",31000US44700,44700
20460,"Storm Lake, IA Micro Area",31000US44740,44740
60998,"Sturgis, MI Micro Area",31000US44780,44780
35478,"Sulphur Springs, TX Micro Area",31000US44860,44860
25484,"Summerville, GA Micro Area",31000US44900,44900
37877,"Summit Park, UT Micro Area",31000US44920,44920
107782,"Sumter, SC Metro Area",31000US44940,44940
94294,"Sunbury, PA Micro Area",31000US44980,44980
33356,"Susanville, CA Micro Area",31000US45000,45000
15082,"Sweetwater, TX Micro Area",31000US45020,45020
662236,"Syracuse, NY Metro Area",31000US45060,45060
47860,"Tahlequah, OK Micro Area",31000US45140,45140
92920,"Talladega-Sylacauga, AL Micro Area",31000US45180,45180
373097,"Tallahassee, FL Metro Area",31000US45220,45220
2851235,"Tampa-St. Petersburg-Clearwater, FL Metro Area",31000US45300,45300
32956,"Taos, NM Micro Area",31000US45340,45340
34415,"Taylorville, IL Micro Area",31000US45380,45380
172240,"Terre Haute, IN Metro Area",31000US45460,45460
149457,"Texarkana, TX-AR Metro Area",31000US45500,45500
25387,"The Dalles, OR Micro Area",31000US45520,45520
103708,"The Villages, FL Metro Area",31000US45540,45540
26681,"Thomaston, GA Micro Area",31000US45580,45580
44733,"Thomasville, GA Micro Area",31000US45620,45620
56100,"Tiffin, OH Micro Area",31000US45660,45660
40721,"Tifton, GA Micro Area",31000US45700,45700
25741,"Toccoa, GA Micro Area",31000US45740,45740
608847,"Toledo, OH Metro Area",31000US45780,45780
234195,"Topeka, KS Metro Area",31000US45820,45820
187542,"Torrington, CT Micro Area",31000US45860,45860
145374,"Traverse City, MI Micro Area",31000US45900,45900
369526,"Trenton, NJ Metro Area",31000US45940,45940
33216,"Troy, AL Micro Area",31000US45980,45980
98606,"Truckee-Grass Valley, CA Micro Area",31000US46020,46020
993144,"Tucson, AZ Metro Area",31000US46060,46060
100568,"Tullahoma-Manchester, TN Micro Area",31000US46100,46100
954055,"Tulsa, OK Metro Area",31000US46140,46140
138377,"Tupelo, MS Micro Area",31000US46180,46180
233692,"Tuscaloosa, AL Metro Area",31000US46220,46220
101513,"Twin Falls, ID Micro Area",31000US46300,46300
214735,"Tyler, TX Metro Area",31000US46340,46340
87612,"Ukiah, CA Micro Area",31000US46380,46380
37928,"Union City, TN-KY Micro Area",31000US46460,46460
39628,"Urbana, OH Micro Area",31000US46500,46500
975690,"Urban Honolulu, HI Metro Area",31000US46520,46520
298273,"Utica-Rome, NY Metro Area",31000US46540,46540
26763,"Uvalde, TX Micro Area",31000US46620,46620
142655,"Valdosta, GA Metro Area",31000US46660,46660
421624,"Vallejo-Fairfield, CA Metro Area",31000US46700,46700
34091,"Valley, AL Micro Area",31000US46740,46740
28612,"Van Wert, OH Micro Area",31000US46780,46780
13968,"Vermillion, SD Micro Area",31000US46820,46820
34576,"Vernal, UT Micro Area",31000US46860,46860
13265,"Vernon, TX Micro Area",31000US46900,46900
57687,"Vicksburg, MS Micro Area",31000US46980,46980
96312,"Victoria, TX Metro Area",31000US47020,47020
36272,"Vidalia, GA Micro Area",31000US47080,47080
38181,"Vincennes, IN Micro Area",31000US47180,47180
157429,"Vineland-Bridgeton, NJ Metro Area",31000US47220,47220
16915,"Vineyard Haven, MA Micro Area",31000US47240,47240
1697898,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",31000US47260,47260
451108,"Visalia-Porterville, CA Metro Area",31000US47300,47300
32492,"Wabash, IN Micro Area",31000US47340,47340
257241,"Waco, TX Metro Area",31000US47380,47380
22868,"Wahpeton, ND-MN Micro Area",31000US47420,47420
63507,"Walla Walla, WA Metro Area",31000US47460,47460
45867,"Wapakoneta, OH Micro Area",31000US47540,47540
184652,"Warner Robins, GA Metro Area",31000US47580,47580
41218,"Warren, PA Micro Area",31000US47620,47620
53879,"Warrensburg, MO Micro Area",31000US47660,47660
77790,"Warsaw, IN Micro Area",31000US47700,47700
32156,"Washington, IN Micro Area",31000US47780,47780
47587,"Washington, NC Micro Area",31000US47820,47820
5863608,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",31000US47900,47900
28875,"Washington Court House, OH Micro Area",31000US47920,47920
168831,"Waterloo-Cedar Falls, IA Metro Area",31000US47940,47940
27598,"Watertown, SD Micro Area",31000US47980,47980
84201,"Watertown-Fort Atkinson, WI Micro Area",31000US48020,48020
118885,"Watertown-Fort Drum, NY Metro Area",31000US48060,48060
27549,"Wauchula, FL Micro Area",31000US48100,48100
134886,"Wausau, WI Metro Area",31000US48140,48140
54775,"Waycross, GA Micro Area",31000US48180,48180
28506,"Weatherford, OK Micro Area",31000US48220,48220
122666,"Weirton-Steubenville, WV-OH Metro Area",31000US48260,48260
112847,"Wenatchee, WA Metro Area",31000US48300,48300
40469,"West Plains, MO Micro Area",31000US48460,48460
146465,"Wheeling, WV-OH Metro Area",31000US48540,48540
102920,"Whitewater-Elkhorn, WI Micro Area",31000US48580,48580
636095,"Wichita, KS Metro Area",31000US48620,48620
151202,"Wichita Falls, TX Metro Area",31000US48660,48660
116676,"Williamsport, PA Metro Area",31000US48700,48700
27066,"Williston, ND Micro Area",31000US48780,48780
42316,"Willmar, MN Micro Area",31000US48820,48820
263804,"Wilmington, NC Metro Area",31000US48900,48900
41871,"Wilmington, OH Micro Area",31000US48940,48940
81499,"Wilson, NC Micro Area",31000US48980,48980
131082,"Winchester, VA-WV Metro Area",31000US49020,49020
17003,"Winnemucca, NV Micro Area",31000US49080,49080
51285,"Winona, MN Micro Area",31000US49100,49100
648045,"Winston-Salem, NC Metro Area",31000US49180,49180
74261,"Wisconsin Rapids-Marshfield, WI Micro Area",31000US49220,49220
20697,"Woodward, OK Micro Area",31000US49260,49260
114978,"Wooster, OH Micro Area",31000US49300,49300
924722,"Worcester, MA-CT Metro Area",31000US49340,49340
21589,"Worthington, MN Micro Area",31000US49380,49380
246402,"Yakima, WA Metro Area",31000US49420,49420
22580,"Yankton, SD Micro Area",31000US49460,49460
438052,"York-Hanover, PA Metro Area",31000US49620,49620
559144,"Youngstown-Warren-Boardman, OH-PA Metro Area",31000US49660,49660
168126,"Yuba City, CA Metro Area",31000US49700,49700
201453,"Yuma, AZ Metro Area",31000US49740,49740
85947,"Zanesville, OH Micro Area",31000US49780,49780
14231,"Zapata, TX Micro Area",31000US49820,49820
