B01003_001E,NAME,GEOID,state,county
4770,"Barber County, Kansas",05000US20007,20,007
27399,"Barton County, Kansas",05000US20009,20,009
14812,"Bourbon County, Kansas",05000US20011,20,011
9880,"Brown County, Kansas",05000US20013,20,013
66092,"Butler County, Kansas",05000US20015,20,015
2722,"Chase County, Kansas",05000US20017,20,017
3520,"Chautauqua County, Kansas",05000US20019,20,019
20952,"Cherokee County, Kansas",05000US20021,20,021
2682,"Cheyenne County, Kansas",05000US20023,20,023
2145,"Clark County, Kansas",05000US20025,20,025
8421,"Clay County, Kansas",05000US20027,20,027
9339,"Cloud County, Kansas",05000US20029,20,029
8458,"Coffey County, Kansas",05000US20031,20,031
2010,"Comanche County, Kansas",05000US20033,20,033
36079,"Cowley County, Kansas",05000US20035,20,035
39304,"Crawford County, Kansas",05000US20037,20,037
2905,"Decatur County, Kansas",05000US20039,20,039
19516,"Dickinson County, Kansas",05000US20041,20,041
7859,"Doniphan County, Kansas",05000US20043,20,043
114967,"Douglas County, Kansas",05000US20045,20,045
2991,"Edwards County, Kansas",05000US20047,20,047
2683,"Elk County, Kansas",05000US20049,20,049
28993,"Ellis County, Kansas",05000US20051,20,051
6410,"Ellsworth County, Kansas",05000US20053,20,053
37133,"Finney County, Kansas",05000US20055,20,055
34714,"Ford County, Kansas",05000US20057,20,057
25753,"Franklin County, Kansas",05000US20059,20,059
36787,"Geary County, Kansas",05000US20061,20,061
2735,"Gove County, Kansas",05000US20063,20,063
2593,"Graham County, Kansas",05000US20065,20,065
7816,"Grant County, Kansas",05000US20067,20,067
6065,"Gray County, Kansas",05000US20069,20,069
1224,"Greeley County, Kansas",05000US20071,20,071
6393,"Greenwood County, Kansas",05000US20073,20,073
2586,"Hamilton County, Kansas",05000US20075,20,075
5861,"Harper County, Kansas",05000US20077,20,077
34835,"Harvey County, Kansas",05000US20079,20,079
4130,"Haskell County, Kansas",05000US20081,20,081
1939,"Hodgeman County, Kansas",05000US20083,20,083
13400,"Jackson County, Kansas",05000US20085,20,085
18898,"Jefferson County, Kansas",05000US20087,20,087
3038,"Jewell County, Kansas",05000US20089,20,089
566814,"Johnson County, Kansas",05000US20091,20,091
3952,"Kearny County, Kansas",05000US20093,20,093
7790,"Kingman County, Kansas",05000US20095,20,095
2536,"Kiowa County, Kansas",05000US20097,20,097
21048,"Labette County, Kansas",05000US20099,20,099
1674,"Lane County, Kansas",05000US20101,20,101
78227,"Leavenworth County, Kansas",05000US20103,20,103
3154,"Lincoln County, Kansas",05000US20105,20,105
9528,"Linn County, Kansas",05000US20107,20,107
2793,"Logan County, Kansas",05000US20109,20,109
33462,"Lyon County, Kansas",05000US20111,20,111
29252,"McPherson County, Kansas",05000US20113,20,113
12290,"Marion County, Kansas",05000US20115,20,115
10005,"Marshall County, Kansas",05000US20117,20,117
4383,"Meade County, Kansas",05000US20119,20,119
32688,"Miami County, Kansas",05000US20121,20,121
6296,"Mitchell County, Kansas",05000US20123,20,123
34184,"Montgomery County, Kansas",05000US20125,20,125
5750,"Morris County, Kansas",05000US20127,20,127
3106,"Morton County, Kansas",05000US20129,20,129
10159,"Nemaha County, Kansas",05000US20131,20,131
16423,"Neosho County, Kansas",05000US20133,20,133
3077,"Ness County, Kansas",05000US20135,20,135
5590,"Norton County, Kansas",05000US20137,20,137
16080,"Osage County, Kansas",05000US20139,20,139
3782,"Osborne County, Kansas",05000US20141,20,141
6048,"Ottawa County, Kansas",05000US20143,20,143
6911,"Pawnee County, Kansas",05000US20145,20,145
5501,"Phillips County, Kansas",05000US20147,20,147
22625,"Pottawatomie County, Kansas",05000US20149,20,149
9739,"Pratt County, Kansas",05000US20151,20,151
2545,"Rawlins County, Kansas",05000US20153,20,153
64058,"Reno County, Kansas",05000US20155,20,155
4806,"Republic County, Kansas",05000US20157,20,157
10014,"Rice County, Kansas",05000US20159,20,159
75022,"Riley County, Kansas",05000US20161,20,161
5186,"Rooks County, Kansas",05000US20163,20,163
3184,"Rush County, Kansas",05000US20165,20,165
6988,"Russell County, Kansas",05000US20167,20,167
55735,"Saline County, Kansas",05000US20169,20,169
4928,"Scott County, Kansas",05000US20171,20,171
506529,"Sedgwick County, Kansas",05000US20173,20,173
23274,"Seward County, Kansas",05000US20175,20,175
178792,"Shawnee County, Kansas",05000US20177,20,177
2531,"Sheridan County, Kansas",05000US20179,20,179
6054,"Sherman County, Kansas",05000US20181,20,181
3740,"Smith County, Kansas",05000US20183,20,183
4320,"Stafford County, Kansas",05000US20185,20,185
2149,"Stanton County, Kansas",05000US20187,20,187
5772,"Stevens County, Kansas",05000US20189,20,189
23638,"Sumner County, Kansas",05000US20191,20,191
7925,"Thomas County, Kansas",05000US20193,20,193
2951,"Trego County, Kansas",05000US20195,20,195
6997,"Wabaunsee County, Kansas",05000US20197,20,197
1595,"Wallace County, Kansas",05000US20199,20,199
5686,"Washington County, Kansas",05000US20201,20,201
2204,"Wichita County, Kansas",05000US20203,20,203
9061,"Wilson County, Kansas",05000US20205,20,205
3211,"Woodson County, Kansas",05000US20207,20,207
160806,"Wyandotte County, Kansas",05000US20209,20,209
18852,"Adair County, Kentucky",05000US21001,21,001
20355,"Allen County, Kentucky",05000US21003,21,003
21761,"Anderson County, Kentucky",05000US21005,21,005
8256,"Ballard County, Kentucky",05000US21007,21,007
42925,"Barren County, Kentucky",05000US21009,21,009
11978,"Bath County, Kentucky",05000US21011,21,011
27950,"Bell County, Kentucky",05000US21013,21,013
124617,"Boone County, Kentucky",05000US21015,21,015
20013,"Bourbon County, Kentucky",05000US21017,21,017
48917,"Boyd County, Kentucky",05000US21019,21,019
29388,"Boyle County, Kentucky",05000US21021,21,021
8425,"Bracken County, Kentucky",05000US21023,21,023
13591,"Breathitt County, Kentucky",05000US21025,21,025
20061,"Breckinridge County, Kentucky",05000US21027,21,027
76961,"Bullitt County, Kentucky",05000US21029,21,029
12835,"Butler County, Kentucky",05000US21031,21,031
12826,"Caldwell County, Kentucky",05000US21033,21,033
38106,"Calloway County, Kentucky",05000US21035,21,035
91475,"Campbell County, Kentucky",05000US21037,21,037
4984,"Carlisle County, Kentucky",05000US21039,21,039
10830,"Carroll County, Kentucky",05000US21041,21,041
27326,"Carter County, Kentucky",05000US21043,21,043
15954,"Casey County, Kentucky",05000US21045,21,045
74159,"Christian County, Kentucky",05000US21047,21,047
35657,"Clark County, Kentucky",05000US21049,21,049
21300,"Clay County, Kentucky",05000US21051,21,051
10188,"Clinton County, Kentucky",05000US21053,21,053
9222,"Crittenden County, Kentucky",05000US21055,21,055
6807,"Cumberland County, Kentucky",05000US21057,21,057
98173,"Daviess County, Kentucky",05000US21059,21,059
12105,"Edmonson County, Kentucky",05000US21061,21,061
7725,"Elliott County, Kentucky",05000US21063,21,063
14476,"Estill County, Kentucky",05000US21065,21,065
308306,"Fayette County, Kentucky",05000US21067,21,067
14544,"Fleming County, Kentucky",05000US21069,21,069
38649,"Floyd County, Kentucky",05000US21071,21,071
49778,"Franklin County, Kentucky",05000US21073,21,073
6422,"Fulton County, Kentucky",05000US21075,21,075
8567,"Gallatin County, Kentucky",05000US21077,21,077
16976,"Garrard County, Kentucky",05000US21079,21,079
24670,"Grant County, Kentucky",05000US21081,21,081
37502,"Graves County, Kentucky",05000US21083,21,083
26001,"Grayson County, Kentucky",05000US21085,21,085
11149,"Green County, Kentucky",05000US21087,21,087
36477,"Greenup County, Kentucky",05000US21089,21,089
8669,"Hancock County, Kentucky",05000US21091,21,091
107529,"Hardin County, Kentucky",05000US21093,21,093
28400,"Harlan County, Kentucky",05000US21095,21,095
18648,"Harrison County, Kentucky",05000US21097,21,097
18441,"Hart County, Kentucky",05000US21099,21,099
46396,"Henderson County, Kentucky",05000US21101,21,101
15455,"Henry County, Kentucky",05000US21103,21,103
4720,"Hickman County, Kentucky",05000US21105,21,105
46518,"Hopkins County, Kentucky",05000US21107,21,107
13357,"Jackson County, Kentucky",05000US21109,21,109
755809,"Jefferson County, Kentucky",05000US21111,21,111
50328,"Jessamine County, Kentucky",05000US21113,21,113
23350,"Johnson County, Kentucky",05000US21115,21,115
163007,"Kenton County, Kentucky",05000US21117,21,117
16000,"Knott County, Kentucky",05000US21119,21,119
31809,"Knox County, Kentucky",05000US21121,21,121
14149,"Larue County, Kentucky",05000US21123,21,123
59751,"Laurel County, Kentucky",05000US21125,21,125
15821,"Lawrence County, Kentucky",05000US21127,21,127
7119,"Lee County, Kentucky",05000US21129,21,129
10997,"Leslie County, Kentucky",05000US21131,21,131
23671,"Letcher County, Kentucky",05000US21133,21,133
13790,"Lewis County, Kentucky",05000US21135,21,135
24498,"Lincoln County, Kentucky",05000US21137,21,137
9394,"Livingston County, Kentucky",05000US21139,21,139
26851,"Logan County, Kentucky",05000US21141,21,141
8402,"Lyon County, Kentucky",05000US21143,21,143
65408,"McCracken County, Kentucky",05000US21145,21,145
18001,"McCreary County, Kentucky",05000US21147,21,147
9500,"McLean County, Kentucky",05000US21149,21,149
85838,"Madison County, Kentucky",05000US21151,21,151
12979,"Magoffin County, Kentucky",05000US21153,21,153
19717,"Marion County, Kentucky",05000US21155,21,155
31181,"Marshall County, Kentucky",05000US21157,21,157
12631,"Martin County, Kentucky",05000US21159,21,159
17296,"Mason County, Kentucky",05000US21161,21,161
29098,"Meade County, Kentucky",05000US21163,21,163
6343,"Menifee County, Kentucky",05000US21165,21,165
21342,"Mercer County, Kentucky",05000US21167,21,167
9985,"Metcalfe County, Kentucky",05000US21169,21,169
10765,"Monroe County, Kentucky",05000US21171,21,171
27167,"Montgomery County, Kentucky",05000US21173,21,173
13428,"Morgan County, Kentucky",05000US21175,21,175
31309,"Muhlenberg County, Kentucky",05000US21177,21,177
44564,"Nelson County, Kentucky",05000US21179,21,179
7075,"Nicholas County, Kentucky",05000US21181,21,181
24065,"Ohio County, Kentucky",05000US21183,21,183
63037,"Oldham County, Kentucky",05000US21185,21,185
10711,"Owen County, Kentucky",05000US21187,21,187
4616,"Owsley County, Kentucky",05000US21189,21,189
14514,"Pendleton County, Kentucky",05000US21191,21,191
28041,"Perry County, Kentucky",05000US21193,21,193
63434,"Pike County, Kentucky",05000US21195,21,195
12447,"Powell County, Kentucky",05000US21197,21,197
63635,"Pulaski County, Kentucky",05000US21199,21,199
2208,"Robertson County, Kentucky",05000US21201,21,201
16942,"Rockcastle County, Kentucky",05000US21203,21,203
23608,"Rowan County, Kentucky",05000US21205,21,205
17669,"Russell County, Kentucky",05000US21207,21,207
50178,"Scott County, Kentucky",05000US21209,21,209
44290,"Shelby County, Kentucky",05000US21211,21,211
17704,"Simpson County, Kentucky",05000US21213,21,213
17577,"Spencer County, Kentucky",05000US21215,21,215
24993,"Taylor County, Kentucky",05000US21217,21,217
12524,"Todd County, Kentucky",05000US21219,21,219
14250,"Trigg County, Kentucky",05000US21221,21,221
8783,"Trimble County, Kentucky",05000US21223,21,223
15138,"Union County, Kentucky",05000US21225,21,225
118950,"Warren County, Kentucky",05000US21227,21,227
11910,"Washington County, Kentucky",05000US21229,21,229
20655,"Wayne County, Kentucky",05000US21231,21,231
13357,"Webster County, Kentucky",05000US21233,21,233
35794,"Whitley County, Kentucky",05000US21235,21,235
7261,"Wolfe County, Kentucky",05000US21237,21,237
25317,"Woodford County, Kentucky",05000US21239,21,239
62163,"Acadia Parish, Louisiana",05000US22001,22,001
25653,"Allen Parish, Louisiana",05000US22003,22,003
114738,"Ascension Parish, Louisiana",05000US22005,22,005
23057,"Assumption Parish, Louisiana",05000US22007,22,007
41389,"Avoyelles Parish, Louisiana",05000US22009,22,009
36259,"Beauregard Parish, Louisiana",05000US22011,22,011
13977,"Bienville Parish, Louisiana",05000US22013,22,013
123403,"Bossier Parish, Louisiana",05000US22015,22,015
254742,"Caddo Parish, Louisiana",05000US22017,22,017
195887,"Calcasieu Parish, Louisiana",05000US22019,22,019
9990,"Caldwell Parish, Louisiana",05000US22021,22,021
6706,"Cameron Parish, Louisiana",05000US22023,22,023
10247,"Catahoula Parish, Louisiana",05000US22025,22,025
16639,"Claiborne Parish, Louisiana",05000US22027,22,027
20449,"Concordia Parish, Louisiana",05000US22029,22,029
26965,"De Soto Parish, Louisiana",05000US22031,22,031
444690,"East Baton Rouge Parish, Louisiana",05000US22033,22,033
7501,"East Carroll Parish, Louisiana",05000US22035,22,035
19855,"East Feliciana Parish, Louisiana",05000US22037,22,037
33768,"Evangeline Parish, Louisiana",05000US22039,22,039
20550,"Franklin Parish, Louisiana",05000US22041,22,041
22362,"Grant Parish, Louisiana",05000US22043,22,043
73938,"Iberia Parish, Louisiana",05000US22045,22,045
33229,"Iberville Parish, Louisiana",05000US22047,22,047
16109,"Jackson Parish, Louisiana",05000US22049,22,049
435092,"Jefferson Parish, Louisiana",05000US22051,22,051
31434,"Jefferson Davis Parish, Louisiana",05000US22053,22,053
231811,"Lafayette Parish, Louisiana",05000US22055,22,055
97474,"Lafourche Parish, Louisiana",05000US22057,22,057
14899,"LaSalle Parish, Louisiana",05000US22059,22,059
47349,"Lincoln Parish, Louisiana",05000US22061,22,061
133949,"Livingston Parish, Louisiana",05000US22063,22,063
11873,"Madison Parish, Louisiana",05000US22065,22,065
27012,"Morehouse Parish, Louisiana",05000US22067,22,067
39330,"Natchitoches Parish, Louisiana",05000US22069,22,069
376738,"Orleans Parish, Louisiana",05000US22071,22,071
155769,"Ouachita Parish, Louisiana",05000US22073,22,073
23599,"Plaquemines Parish, Louisiana",05000US22075,22,075
22498,"Pointe Coupee Parish, Louisiana",05000US22077,22,077
132225,"Rapides Parish, Louisiana",05000US22079,22,079
8838,"Red River Parish, Louisiana",05000US22081,22,081
20777,"Richland Parish, Louisiana",05000US22083,22,083
24248,"Sabine Parish, Louisiana",05000US22085,22,085
42858,"St. Bernard Parish, Louisiana",05000US22087,22,087
52639,"St. Charles Parish, Louisiana",05000US22089,22,089
10818,"St. Helena Parish, Louisiana",05000US22091,22,091
21650,"St. James Parish, Louisiana",05000US22093,22,093
44161,"St. John the Baptist Parish, Louisiana",05000US22095,22,095
83613,"St. Landry Parish, Louisiana",05000US22097,22,097
53126,"St. Martin Parish, Louisiana",05000US22099,22,099
53441,"St. Mary Parish, Louisiana",05000US22101,22,101
242960,"St. Tammany Parish, Louisiana",05000US22103,22,103
125486,"Tangipahoa Parish, Louisiana",05000US22105,22,105
4893,"Tensas Parish, Louisiana",05000US22107,22,107
112742,"Terrebonne Parish, Louisiana",05000US22109,22,109
22533,"Union Parish, Louisiana",05000US22111,22,111
59110,"Vermilion Parish, Louisiana",05000US22113,22,113
52476,"Vernon Parish, Louisiana",05000US22115,22,115
46556,"Washington Parish, Louisiana",05000US22117,22,117
40617,"Webster Parish, Louisiana",05000US22119,22,119
24669,"West Baton Rouge Parish, Louisiana",05000US22121,22,121
11454,"West Carroll Parish, Louisiana",05000US22123,22,123
15415,"West Feliciana Parish, Louisiana",05000US22125,22,125
14855,"Winn Parish, Louisiana",05000US22127,22,127
214766,"Barnstable County, Massachusetts",05000US25001,25,001
129288,"Berkshire County, Massachusetts",05000US25003,25,003
552763,"Bristol County, Massachusetts",05000US25005,25,005
17048,"Dukes County, Massachusetts",05000US25007,25,007
763849,"Essex County, Massachusetts",05000US25009,25,009
71144,"Franklin County, Massachusetts",05000US25011,25,011
468041,"Hampden County, Massachusetts",05000US25013,25,013
160759,"Hampshire County, Massachusetts",05000US25015,25,015
1556116,"Middlesex County, Massachusetts",05000US25017,25,017
10556,"Nantucket County, Massachusetts",05000US25019,25,019
687721,"Norfolk County, Massachusetts",05000US25021,25,021
503681,"Plymouth County, Massachusetts",05000US25023,25,023
758919,"Suffolk County, Massachusetts",05000US25025,25,025
810935,"Worcester County, Massachusetts",05000US25027,25,027
73549,"Allegany County, Maryland",05000US24001,24,001
555280,"Anne Arundel County, Maryland",05000US24003,24,003
822959,"Baltimore County, Maryland",05000US24005,24,005
90114,"Calvert County, Maryland",05000US24009,24,009
32661,"Caroline County, Maryland",05000US24011,24,011
167444,"Carroll County, Maryland",05000US24013,24,013
101960,"Cecil County, Maryland",05000US24015,24,015
152754,"Charles County, Maryland",05000US24017,24,017
32534,"Dorchester County, Maryland",05000US24019,24,019
241373,"Frederick County, Maryland",05000US24021,24,021
29813,"Garrett County, Maryland",05000US24023,24,023
248966,"Harford County, Maryland",05000US24025,24,025
304115,"Howard County, Maryland",05000US24027,24,027
19923,"Kent County, Maryland",05000US24029,24,029
1017859,"Montgomery County, Maryland",05000US24031,24,031
892816,"Prince George's County, Maryland",05000US24033,24,033
48600,"Queen Anne's County, Maryland",05000US24035,24,035
109614,"St. Mary's County, Maryland",05000US24037,24,037
25980,"Somerset County, Maryland",05000US24039,24,039
37799,"Talbot County, Maryland",05000US24041,24,041
149270,"Washington County, Maryland",05000US24043,24,043
101182,"Wicomico County, Maryland",05000US24045,24,045
51519,"Worcester County, Maryland",05000US24047,24,047
622454,"Baltimore city, Maryland",05000US24510,24,510
107393,"Androscoggin County, Maine",05000US23001,23,001
70005,"Aroostook County, Maine",05000US23003,23,003
286119,"Cumberland County, Maine",05000US23005,23,005
30402,"Franklin County, Maine",05000US23007,23,007
54658,"Hancock County, Maine",05000US23009,23,009
121112,"Kennebec County, Maine",05000US23011,23,011
39723,"Knox County, Maine",05000US23013,23,013
34156,"Lincoln County, Maine",05000US23015,23,015
57421,"Oxford County, Maine",05000US23017,23,017
153437,"Penobscot County, Maine",05000US23019,23,019
17156,"Piscataquis County, Maine",05000US23021,23,021
35092,"Sagadahoc County, Maine",05000US23023,23,023
51577,"Somerset County, Maine",05000US23025,23,025
38976,"Waldo County, Maine",05000US23027,23,027
32191,"Washington County, Maine",05000US23029,23,029
199682,"York County, Maine",05000US23031,23,031
10550,"Alcona County, Michigan",05000US26001,26,001
9476,"Alger County, Michigan",05000US26003,26,003
112837,"Allegan County, Michigan",05000US26005,26,005
29068,"Alpena County, Michigan",05000US26007,26,007
23267,"Antrim County, Michigan",05000US26009,26,009
15424,"Arenac County, Michigan",05000US26011,26,011
8690,"Baraga County, Michigan",05000US26013,26,013
59147,"Barry County, Michigan",05000US26015,26,015
106698,"Bay County, Michigan",05000US26017,26,017
17437,"Benzie County, Michigan",05000US26019,26,019
155565,"Berrien County, Michigan",05000US26021,26,021
43706,"Branch County, Michigan",05000US26023,26,023
134790,"Calhoun County, Michigan",05000US26025,26,025
51952,"Cass County, Michigan",05000US26027,26,027
26134,"Charlevoix County, Michigan",05000US26029,26,029
25690,"Cheboygan County, Michigan",05000US26031,26,031
38586,"Chippewa County, Michigan",05000US26033,26,033
30710,"Clare County, Michigan",05000US26035,26,035
76905,"Clinton County, Michigan",05000US26037,26,037
13895,"Crawford County, Michigan",05000US26039,26,039
36712,"Delta County, Michigan",05000US26041,26,041
26012,"Dickinson County, Michigan",05000US26043,26,043
108341,"Eaton County, Michigan",05000US26045,26,045
33018,"Emmet County, Michigan",05000US26047,26,047
415874,"Genesee County, Michigan",05000US26049,26,049
25501,"Gladwin County, Michigan",05000US26051,26,051
15824,"Gogebic County, Michigan",05000US26053,26,053
89907,"Grand Traverse County, Michigan",05000US26055,26,055
41878,"Gratiot County, Michigan",05000US26057,26,057
46178,"Hillsdale County, Michigan",05000US26059,26,059
36660,"Houghton County, Michigan",05000US26061,26,061
32290,"Huron County, Michigan",05000US26063,26,063
283491,"Ingham County, Michigan",05000US26065,26,065
64064,"Ionia County, Michigan",05000US26067,26,067
25401,"Iosco County, Michigan",05000US26069,26,069
11507,"Iron County, Michigan",05000US26071,26,071
70669,"Isabella County, Michigan",05000US26073,26,073
159759,"Jackson County, Michigan",05000US26075,26,075
256752,"Kalamazoo County, Michigan",05000US26077,26,077
17230,"Kalkaska County, Michigan",05000US26079,26,079
622590,"Kent County, Michigan",05000US26081,26,081
2198,"Keweenaw County, Michigan",05000US26083,26,083
11426,"Lake County, Michigan",05000US26085,26,085
88235,"Lapeer County, Michigan",05000US26087,26,087
21772,"Leelanau County, Michigan",05000US26089,26,089
98902,"Lenawee County, Michigan",05000US26091,26,091
184591,"Livingston County, Michigan",05000US26093,26,093
6477,"Luce County, Michigan",05000US26095,26,095
11044,"Mackinac County, Michigan",05000US26097,26,097
854689,"Macomb County, Michigan",05000US26099,26,099
24536,"Manistee County, Michigan",05000US26101,26,101
67582,"Marquette County, Michigan",05000US26103,26,103
28711,"Mason County, Michigan",05000US26105,26,105
43301,"Mecosta County, Michigan",05000US26107,26,107
23717,"Menominee County, Michigan",05000US26109,26,109
83624,"Midland County, Michigan",05000US26111,26,111
14988,"Missaukee County, Michigan",05000US26113,26,113
150436,"Monroe County, Michigan",05000US26115,26,115
63004,"Montcalm County, Michigan",05000US26117,26,117
9401,"Montmorency County, Michigan",05000US26119,26,119
171483,"Muskegon County, Michigan",05000US26121,26,121
48029,"Newaygo County, Michigan",05000US26123,26,123
1229503,"Oakland County, Michigan",05000US26125,26,125
26229,"Oceana County, Michigan",05000US26127,26,127
21222,"Ogemaw County, Michigan",05000US26129,26,129
6298,"Ontonagon County, Michigan",05000US26131,26,131
23234,"Osceola County, Michigan",05000US26133,26,133
8444,"Oscoda County, Michigan",05000US26135,26,135
24141,"Otsego County, Michigan",05000US26137,26,137
273136,"Ottawa County, Michigan",05000US26139,26,139
13037,"Presque Isle County, Michigan",05000US26141,26,141
24068,"Roscommon County, Michigan",05000US26143,26,143
196479,"Saginaw County, Michigan",05000US26145,26,145
160429,"St. Clair County, Michigan",05000US26147,26,147
61022,"St. Joseph County, Michigan",05000US26149,26,149
42014,"Sanilac County, Michigan",05000US26151,26,151
8288,"Schoolcraft County, Michigan",05000US26153,26,153
69113,"Shiawassee County, Michigan",05000US26155,26,155
54420,"Tuscola County, Michigan",05000US26157,26,157
75351,"Van Buren County, Michigan",05000US26159,26,159
354092,"Washtenaw County, Michigan",05000US26161,26,161
1778969,"Wayne County, Michigan",05000US26163,26,163
32751,"Wexford County, Michigan",05000US26165,26,165
15839,"Aitkin County, Minnesota",05000US27001,27,001
338764,"Anoka County, Minnesota",05000US27003,27,003
33138,"Becker County, Minnesota",05000US27005,27,005
45434,"Beltrami County, Minnesota",05000US27007,27,007
39221,"Benton County, Minnesota",05000US27009,27,009
5134,"Big Stone County, Minnesota",05000US27011,27,011
65125,"Blue Earth County, Minnesota",05000US27013,27,013
25391,"Brown County, Minnesota",05000US27015,27,015
35443,"Carlton County, Minnesota",05000US27017,27,017
95715,"Carver County, Minnesota",05000US27019,27,019
28519,"Cass County, Minnesota",05000US27021,27,021
12154,"Chippewa County, Minnesota",05000US27023,27,023
53834,"Chisago County, Minnesota",05000US27025,27,025
60879,"Clay County, Minnesota",05000US27027,27,027
8752,"Clearwater County, Minnesota",05000US27029,27,029
5194,"Cook County, Minnesota",05000US27031,27,031
11632,"Cottonwood County, Minnesota",05000US27033,27,033
63048,"Crow Wing County, Minnesota",05000US27035,27,035
408456,"Dakota County, Minnesota",05000US27037,27,037
20290,"Dodge County, Minnesota",05000US27039,27,039
36620,"Douglas County, Minnesota",05000US27041,27,041
14230,"Faribault County, Minnesota",05000US27043,27,043
20843,"Fillmore County, Minnesota",05000US27045,27,045
30897,"Freeborn County, Minnesota",05000US27047,27,047
46377,"Goodhue County, Minnesota",05000US27049,27,049
5961,"Grant County, Minnesota",05000US27051,27,051
1197776,"Hennepin County, Minnesota",05000US27053,27,053
18812,"Houston County, Minnesota",05000US27055,27,055
20574,"Hubbard County, Minnesota",05000US27057,27,057
38296,"Isanti County, Minnesota",05000US27059,27,059
45354,"Itasca County, Minnesota",05000US27061,27,061
10211,"Jackson County, Minnesota",05000US27063,27,063
16003,"Kanabec County, Minnesota",05000US27065,27,065
42444,"Kandiyohi County, Minnesota",05000US27067,27,067
4480,"Kittson County, Minnesota",05000US27069,27,069
13054,"Koochiching County, Minnesota",05000US27071,27,071
7023,"Lac qui Parle County, Minnesota",05000US27073,27,073
10750,"Lake County, Minnesota",05000US27075,27,075
3949,"Lake of the Woods County, Minnesota",05000US27077,27,077
27707,"Le Sueur County, Minnesota",05000US27079,27,079
5808,"Lincoln County, Minnesota",05000US27081,27,081
25699,"Lyon County, Minnesota",05000US27083,27,083
36046,"McLeod County, Minnesota",05000US27085,27,085
5496,"Mahnomen County, Minnesota",05000US27087,27,087
9453,"Marshall County, Minnesota",05000US27089,27,089
20350,"Martin County, Minnesota",05000US27091,27,091
23129,"Meeker County, Minnesota",05000US27093,27,093
25809,"Mille Lacs County, Minnesota",05000US27095,27,095
32962,"Morrison County, Minnesota",05000US27097,27,097
39227,"Mower County, Minnesota",05000US27099,27,099
8529,"Murray County, Minnesota",05000US27101,27,101
33086,"Nicollet County, Minnesota",05000US27103,27,103
21687,"Nobles County, Minnesota",05000US27105,27,105
6692,"Norman County, Minnesota",05000US27107,27,107
148736,"Olmsted County, Minnesota",05000US27109,27,109
57511,"Otter Tail County, Minnesota",05000US27111,27,111
14110,"Pennington County, Minnesota",05000US27113,27,113
29218,"Pine County, Minnesota",05000US27115,27,115
9354,"Pipestone County, Minnesota",05000US27117,27,117
31547,"Polk County, Minnesota",05000US27119,27,119
10948,"Pope County, Minnesota",05000US27121,27,121
527411,"Ramsey County, Minnesota",05000US27123,27,123
4061,"Red Lake County, Minnesota",05000US27125,27,125
15723,"Redwood County, Minnesota",05000US27127,27,127
15171,"Renville County, Minnesota",05000US27129,27,129
64886,"Rice County, Minnesota",05000US27131,27,131
9563,"Rock County, Minnesota",05000US27133,27,133
15615,"Roseau County, Minnesota",05000US27135,27,135
200506,"St. Louis County, Minnesota",05000US27137,27,137
137322,"Scott County, Minnesota",05000US27139,27,139
90401,"Sherburne County, Minnesota",05000US27141,27,141
15021,"Sibley County, Minnesota",05000US27143,27,143
152595,"Stearns County, Minnesota",05000US27145,27,145
36523,"Steele County, Minnesota",05000US27147,27,147
9771,"Stevens County, Minnesota",05000US27149,27,149
9525,"Swift County, Minnesota",05000US27151,27,151
24466,"Todd County, Minnesota",05000US27153,27,153
3429,"Traverse County, Minnesota",05000US27155,27,155
21381,"Wabasha County, Minnesota",05000US27157,27,157
13759,"Wadena County, Minnesota",05000US27159,27,159
19076,"Waseca County, Minnesota",05000US27161,27,161
246670,"Washington County, Minnesota",05000US27163,27,163
11054,"Watonwan County, Minnesota",05000US27165,27,165
6526,"Wilkin County, Minnesota",05000US27167,27,167
51213,"Winona County, Minnesota",05000US27169,27,169
128691,"Wright County, Minnesota",05000US27171,27,171
10092,"Yellow Medicine County, Minnesota",05000US27173,27,173
25560,"Adair County, Missouri",05000US29001,29,001
17328,"Andrew County, Missouri",05000US29003,29,003
5440,"Atchison County, Missouri",05000US29005,29,005
25783,"Audrain County, Missouri",05000US29007,29,007
35726,"Barry County, Missouri",05000US29009,29,009
12166,"Barton County, Missouri",05000US29011,29,011
16643,"Bates County, Missouri",05000US29013,29,013
18854,"Benton County, Missouri",05000US29015,29,015
12356,"Bollinger County, Missouri",05000US29017,29,017
170770,"Boone County, Missouri",05000US29019,29,019
89561,"Buchanan County, Missouri",05000US29021,29,021
42951,"Butler County, Missouri",05000US29023,29,023
9083,"Caldwell County, Missouri",05000US29025,29,025
44566,"Callaway County, Missouri",05000US29027,29,027
43927,"Camden County, Missouri",05000US29029,29,029
77606,"Cape Girardeau County, Missouri",05000US29031,29,031
9096,"Carroll County, Missouri",05000US29033,29,033
6284,"Carter County, Missouri",05000US29035,29,035
100781,"Cass County, Missouri",05000US29037,29,037
13892,"Cedar County, Missouri",05000US29039,29,039
7650,"Chariton County, Missouri",05000US29041,29,041
80904,"Christian County, Missouri",05000US29043,29,043
6919,"Clark County, Missouri",05000US29045,29,045
230361,"Clay County, Missouri",05000US29047,29,047
20498,"Clinton County, Missouri",05000US29049,29,049
76533,"Cole County, Missouri",05000US29051,29,051
17593,"Cooper County, Missouri",05000US29053,29,053
