B01003_001E,NAME,GEOID,state,place
1296,"Cottonwood town, Alabama",16000US0117824,01,17824
276,"County Line town, Alabama",16000US0117968,01,17968
540,"Courtland town, Alabama",16000US0118040,01,18040
1897,"Cowarts town, Alabama",16000US0118088,01,18088
1898,"Creola city, Alabama",16000US0118304,01,18304
2201,"Crossville town, Alabama",16000US0118856,01,18856
344,"Cuba town, Alabama",16000US0118952,01,18952
14933,"Cullman city, Alabama",16000US0118976,01,18976
93,"Cullomburg CDP, Alabama",16000US0119024,01,19024
133,"Cusseta town, Alabama",16000US0119216,01,19216
3203,"Dadeville city, Alabama",16000US0119336,01,19336
5233,"Daleville city, Alabama",16000US0119360,01,19360
22983,"Daphne city, Alabama",16000US0119648,01,19648
1291,"Dauphin Island town, Alabama",16000US0119744,01,19744
287,"Daviston town, Alabama",16000US0119816,01,19816
41,"Dayton town, Alabama",16000US0119912,01,19912
1098,"Deatsville town, Alabama",16000US0120008,01,20008
55641,"Decatur city, Alabama",16000US0120104,01,20104
214,"Deer Park CDP, Alabama",16000US0120152,01,20152
149,"Delta CDP, Alabama",16000US0120272,01,20272
7323,"Demopolis city, Alabama",16000US0120296,01,20296
226,"Detroit town, Alabama",16000US0120392,01,20392
805,"Dodge City town, Alabama",16000US0120955,01,20955
2253,"Dora city, Alabama",16000US0121136,01,21136
67574,"Dothan city, Alabama",16000US0121184,01,21184
1388,"Double Springs town, Alabama",16000US0121280,01,21280
990,"Douglas town, Alabama",16000US0121328,01,21328
322,"Dozier town, Alabama",16000US0121448,01,21448
831,"Dunnavant CDP, Alabama",16000US0121890,01,21890
251,"Dutton town, Alabama",16000US0121952,01,21952
2552,"East Brewton city, Alabama",16000US0122216,01,22216
166,"East Point CDP, Alabama",16000US0122504,01,22504
830,"Eclectic town, Alabama",16000US0122816,01,22816
804,"Edgewater CDP, Alabama",16000US0123032,01,23032
202,"Edwardsville town, Alabama",16000US0123176,01,23176
1153,"Egypt CDP, Alabama",16000US0123224,01,23224
3935,"Elba city, Alabama",16000US0123296,01,23296
1470,"Elberta town, Alabama",16000US0123320,01,23320
166,"Eldridge town, Alabama",16000US0123344,01,23344
459,"Elkmont town, Alabama",16000US0123488,01,23488
1738,"Elmore town, Alabama",16000US0123656,01,23656
31,"Emelle town, Alabama",16000US0123872,01,23872
2316,"Emerald Mountain CDP, Alabama",16000US0123880,01,23880
27375,"Enterprise city, Alabama",16000US0124184,01,24184
108,"Epes town, Alabama",16000US0124256,01,24256
81,"Ethelsville town, Alabama",16000US0124472,01,24472
12897,"Eufaula city, Alabama",16000US0124568,01,24568
289,"Eunola CDP, Alabama",16000US0124616,01,24616
2856,"Eutaw town, Alabama",16000US0124664,01,24664
544,"Eva town, Alabama",16000US0124688,01,24688
3864,"Evergreen city, Alabama",16000US0124808,01,24808
1037,"Excel town, Alabama",16000US0124880,01,24880
11039,"Fairfield city, Alabama",16000US0125120,01,25120
82,"Fairford CDP, Alabama",16000US0125216,01,25216
16661,"Fairhope city, Alabama",16000US0125240,01,25240
483,"Fairview town, Alabama",16000US0125384,01,25384
1262,"Falkville town, Alabama",16000US0125648,01,25648
83,"Faunsdale town, Alabama",16000US0125816,01,25816
4562,"Fayette city, Alabama",16000US0125840,01,25840
1232,"Fayetteville CDP, Alabama",16000US0125864,01,25864
81,"Fitzpatrick CDP, Alabama",16000US0126152,01,26152
146,"Five Points town, Alabama",16000US0126200,01,26200
1683,"Flomaton town, Alabama",16000US0126824,01,26824
2210,"Florala town, Alabama",16000US0126848,01,26848
39738,"Florence city, Alabama",16000US0126896,01,26896
15428,"Foley city, Alabama",16000US0126992,01,26992
10168,"Forestdale CDP, Alabama",16000US0127088,01,27088
757,"Forkland town, Alabama",16000US0127376,01,27376
1366,"Fort Deposit town, Alabama",16000US0127520,01,27520
14115,"Fort Payne city, Alabama",16000US0127616,01,27616
4860,"Fort Rucker CDP, Alabama",16000US0127640,01,27640
184,"Franklin town, Alabama",16000US0128024,01,28024
312,"Fredonia CDP, Alabama",16000US0128120,01,28120
1440,"Frisco City town, Alabama",16000US0128312,01,28312
223,"Fruitdale CDP, Alabama",16000US0128408,01,28408
262,"Fruithurst town, Alabama",16000US0128432,01,28432
269,"Fulton town, Alabama",16000US0128504,01,28504
8593,"Fultondale city, Alabama",16000US0128552,01,28552
1376,"Fyffe town, Alabama",16000US0128672,01,28672
36621,"Gadsden city, Alabama",16000US0128696,01,28696
151,"Gainesville town, Alabama",16000US0128768,01,28768
1005,"Gallant CDP, Alabama",16000US0128816,01,28816
210,"Gantt town, Alabama",16000US0128936,01,28936
447,"Garden City town, Alabama",16000US0129032,01,29032
13809,"Gardendale city, Alabama",16000US0129056,01,29056
153,"Gaylesville town, Alabama",16000US0129296,01,29296
198,"Geiger town, Alabama",16000US0129392,01,29392
4465,"Geneva city, Alabama",16000US0129464,01,29464
1619,"Georgiana town, Alabama",16000US0129560,01,29560
795,"Geraldine town, Alabama",16000US0129608,01,29608
169,"Gilbertown town, Alabama",16000US0129704,01,29704
472,"Glen Allen town, Alabama",16000US0129944,01,29944
5137,"Glencoe city, Alabama",16000US0129992,01,29992
215,"Glenwood town, Alabama",16000US0130160,01,30160
54,"Goldville town, Alabama",16000US0130448,01,30448
2295,"Good Hope town, Alabama",16000US0130496,01,30496
1678,"Goodwater town, Alabama",16000US0130640,01,30640
1504,"Gordo town, Alabama",16000US0130736,01,30736
275,"Gordon town, Alabama",16000US0130760,01,30760
313,"Gordonville town, Alabama",16000US0130808,01,30808
299,"Goshen town, Alabama",16000US0130880,01,30880
383,"Graham CDP, Alabama",16000US0131000,01,31000
3632,"Grand Bay CDP, Alabama",16000US0131024,01,31024
823,"Grant town, Alabama",16000US0131096,01,31096
5090,"Grayson Valley CDP, Alabama",16000US0131348,01,31348
2091,"Graysville city, Alabama",16000US0131384,01,31384
2448,"Greensboro city, Alabama",16000US0131720,01,31720
7974,"Greenville city, Alabama",16000US0131912,01,31912
521,"Grimes town, Alabama",16000US0132056,01,32056
1494,"Grove Hill town, Alabama",16000US0132080,01,32080
2104,"Guin city, Alabama",16000US0132224,01,32224
123,"Gulfcrest CDP, Alabama",16000US0132248,01,32248
10523,"Gulf Shores city, Alabama",16000US0132272,01,32272
8316,"Guntersville city, Alabama",16000US0132416,01,32416
860,"Gurley town, Alabama",16000US0132440,01,32440
111,"Gu-Win town, Alabama",16000US0132536,01,32536
1609,"Hackleburg town, Alabama",16000US0132560,01,32560
410,"Hackneyville CDP, Alabama",16000US0132584,01,32584
128,"Haleburg town, Alabama",16000US0132656,01,32656
4102,"Haleyville city, Alabama",16000US0132704,01,32704
6842,"Hamilton city, Alabama",16000US0132848,01,32848
599,"Hammondville town, Alabama",16000US0132896,01,32896
3163,"Hanceville city, Alabama",16000US0132968,01,32968
1836,"Harpersville town, Alabama",16000US0133256,01,33256
2642,"Hartford city, Alabama",16000US0133424,01,33424
14393,"Hartselle city, Alabama",16000US0133448,01,33448
5213,"Harvest CDP, Alabama",16000US0133472,01,33472
173,"Hatton CDP, Alabama",16000US0133544,01,33544
1255,"Hayden town, Alabama",16000US0133640,01,33640
1113,"Hayneville town, Alabama",16000US0133712,01,33712
3272,"Hazel Green CDP, Alabama",16000US0133808,01,33808
4637,"Headland city, Alabama",16000US0133856,01,33856
292,"Heath town, Alabama",16000US0133904,01,33904
3497,"Heflin city, Alabama",16000US0133976,01,33976
16752,"Helena city, Alabama",16000US0134024,01,34024
2308,"Henagar city, Alabama",16000US0134096,01,34096
468,"Highland Lake town, Alabama",16000US0134480,01,34480
4679,"Highland Lakes CDP, Alabama",16000US0134490,01,34490
553,"Hillsboro town, Alabama",16000US0134816,01,34816
854,"Hissop CDP, Alabama",16000US0134984,01,34984
55,"Hobson CDP, Alabama",16000US0135130,01,35130
812,"Hobson City town, Alabama",16000US0135152,01,35152
307,"Hodges town, Alabama",16000US0135200,01,35200
4313,"Hokes Bluff city, Alabama",16000US0135392,01,35392
811,"Hollins CDP, Alabama",16000US0135512,01,35512
483,"Hollis Crossroads CDP, Alabama",16000US0135536,01,35536
951,"Holly Pond town, Alabama",16000US0135560,01,35560
980,"Hollywood town, Alabama",16000US0135632,01,35632
3812,"Holt CDP, Alabama",16000US0135704,01,35704
4466,"Holtville CDP, Alabama",16000US0135752,01,35752
25420,"Homewood city, Alabama",16000US0135800,01,35800
82849,"Hoover city, Alabama",16000US0135896,01,35896
268,"Horn Hill town, Alabama",16000US0136088,01,36088
15956,"Hueytown city, Alabama",16000US0136448,01,36448
2449,"Huguley CDP, Alabama",16000US0136592,01,36592
184132,"Huntsville city, Alabama",16000US0137000,01,37000
494,"Hurtsboro town, Alabama",16000US0137096,01,37096
540,"Hytop town, Alabama",16000US0137264,01,37264
1033,"Ider town, Alabama",16000US0137312,01,37312
2490,"Indian Springs Village city, Alabama",16000US0137465,01,37465
12399,"Irondale city, Alabama",16000US0137864,01,37864
709,"Ivalee CDP, Alabama",16000US0138032,01,38032
5116,"Jackson city, Alabama",16000US0138152,01,38152
1115,"Jacksons' Gap town, Alabama",16000US0138248,01,38248
12416,"Jacksonville city, Alabama",16000US0138272,01,38272
14247,"Jasper city, Alabama",16000US0138416,01,38416
2628,"Jemison city, Alabama",16000US0138608,01,38608
103,"Joppa CDP, Alabama",16000US0139064,01,39064
204,"Kansas town, Alabama",16000US0139280,01,39280
381,"Kellyton town, Alabama",16000US0139472,01,39472
431,"Kennedy town, Alabama",16000US0139520,01,39520
1169,"Killen town, Alabama",16000US0139784,01,39784
2767,"Kimberly city, Alabama",16000US0139856,01,39856
2246,"Kinsey town, Alabama",16000US0140072,01,40072
563,"Kinston town, Alabama",16000US0140096,01,40096
2947,"Ladonia CDP, Alabama",16000US0140648,01,40648
2993,"La Fayette city, Alabama",16000US0140672,01,40672
143,"Lakeview town, Alabama",16000US0140888,01,40888
2143,"Lake View town, Alabama",16000US0140928,01,40928
6455,"Lanett city, Alabama",16000US0141296,01,41296
270,"Langston town, Alabama",16000US0141368,01,41368
12063,"Leeds city, Alabama",16000US0141968,01,41968
1056,"Leesburg town, Alabama",16000US0142016,01,42016
804,"Leighton town, Alabama",16000US0142160,01,42160
937,"Leroy CDP, Alabama",16000US0142304,01,42304
115,"Lester town, Alabama",16000US0142352,01,42352
2020,"Level Plains town, Alabama",16000US0142472,01,42472
663,"Lexington town, Alabama",16000US0142640,01,42640
120,"Libertyville town, Alabama",16000US0142808,01,42808
6321,"Lincoln city, Alabama",16000US0143120,01,43120
2133,"Linden city, Alabama",16000US0143240,01,43240
2597,"Lineville city, Alabama",16000US0143264,01,43264
2331,"Lipscomb city, Alabama",16000US0143336,01,43336
694,"Lisman town, Alabama",16000US0143384,01,43384
999,"Littleville town, Alabama",16000US0143648,01,43648
3465,"Livingston city, Alabama",16000US0143720,01,43720
170,"Loachapoka town, Alabama",16000US0143744,01,43744
456,"Lockhart town, Alabama",16000US0143816,01,43816
1208,"Locust Fork town, Alabama",16000US0143888,01,43888
1096,"Lookout Mountain CDP, Alabama",16000US0144160,01,44160
487,"Louisville town, Alabama",16000US0144344,01,44344
167,"Lowndesboro town, Alabama",16000US0144536,01,44536
2170,"Loxley town, Alabama",16000US0144608,01,44608
2818,"Luverne city, Alabama",16000US0144728,01,44728
595,"Lynn town, Alabama",16000US0144800,01,44800
514,"McDonald Chapel CDP, Alabama",16000US0145208,01,45208
146,"Macedonia CDP, Alabama",16000US0145316,01,45316
415,"McIntosh town, Alabama",16000US0145472,01,45472
645,"McKenzie town, Alabama",16000US0145496,01,45496
20,"McMullen town, Alabama",16000US0145640,01,45640
44866,"Madison city, Alabama",16000US0145784,01,45784
385,"Madrid town, Alabama",16000US0145904,01,45904
766,"Magnolia Springs town, Alabama",16000US0146072,01,46072
47,"Malcolm CDP, Alabama",16000US0146192,01,46192
1771,"Malvern town, Alabama",16000US0146264,01,46264
732,"Maplesville town, Alabama",16000US0146504,01,46504
1836,"Marbury CDP, Alabama",16000US0146600,01,46600
4475,"Margaret town, Alabama",16000US0146696,01,46696
3587,"Marion city, Alabama",16000US0146768,01,46768
319,"Maytown town, Alabama",16000US0147728,01,47728
8550,"Meadowbrook CDP, Alabama",16000US0147740,01,47740
77,"Megargel CDP, Alabama",16000US0147848,01,47848
24,"Memphis town, Alabama",16000US0148052,01,48052
417,"Mentone town, Alabama",16000US0148064,01,48064
6073,"Meridianville CDP, Alabama",16000US0148112,01,48112
5319,"Midfield city, Alabama",16000US0148376,01,48376
2311,"Midland City town, Alabama",16000US0148400,01,48400
436,"Midway town, Alabama",16000US0148424,01,48424
1290,"Mignon CDP, Alabama",16000US0148616,01,48616
14858,"Millbrook city, Alabama",16000US0148712,01,48712
321,"Millerville CDP, Alabama",16000US0148784,01,48784
942,"Millport town, Alabama",16000US0148808,01,48808
535,"Millry town, Alabama",16000US0148832,01,48832
1275,"Minor CDP, Alabama",16000US0149072,01,49072
194942,"Mobile city, Alabama",16000US0150000,01,50000
6343,"Monroeville city, Alabama",16000US0150192,01,50192
6470,"Montevallo city, Alabama",16000US0150312,01,50312
204095,"Montgomery city, Alabama",16000US0151000,01,51000
12124,"Moody city, Alabama",16000US0151096,01,51096
5819,"Moores Mill CDP, Alabama",16000US0151216,01,51216
62,"Mooresville town, Alabama",16000US0151264,01,51264
1806,"Morris town, Alabama",16000US0151456,01,51456
214,"Morrison Crossroads CDP, Alabama",16000US0151469,01,51469
1069,"Mosses town, Alabama",16000US0151520,01,51520
3413,"Moulton city, Alabama",16000US0151600,01,51600
2417,"Moundville town, Alabama",16000US0151648,01,51648
20484,"Mountain Brook city, Alabama",16000US0151696,01,51696
358,"Mount Olive CDP (Coosa County), Alabama",16000US0152320,01,52320
4286,"Mount Olive CDP (Jefferson County), Alabama",16000US0152344,01,52344
1435,"Mount Vernon town, Alabama",16000US0152608,01,52608
149,"Movico CDP, Alabama",16000US0152680,01,52680
952,"Mulga town, Alabama",16000US0152776,01,52776
1401,"Munford town, Alabama",16000US0152848,01,52848
13380,"Muscle Shoals city, Alabama",16000US0153016,01,53016
148,"Myrtlewood town, Alabama",16000US0153112,01,53112
77,"Nanafalia CDP, Alabama",16000US0153208,01,53208
567,"Nances Creek CDP, Alabama",16000US0153232,01,53232
395,"Napier Field town, Alabama",16000US0153256,01,53256
43,"Natural Bridge town, Alabama",16000US0153376,01,53376
142,"Nauvoo town, Alabama",16000US0153400,01,53400
318,"Nectar town, Alabama",16000US0153448,01,53448
97,"Needham town, Alabama",16000US0153472,01,53472
164,"Newbern town, Alabama",16000US0153784,01,53784
1396,"New Brockton town, Alabama",16000US0153856,01,53856
2813,"New Hope city, Alabama",16000US0154168,01,54168
1596,"New Market CDP, Alabama",16000US0154312,01,54312
807,"New Site town, Alabama",16000US0154432,01,54432
1581,"Newton town, Alabama",16000US0154480,01,54480
1139,"New Union CDP, Alabama",16000US0154582,01,54582
429,"Newville town, Alabama",16000US0154600,01,54600
606,"North Courtland town, Alabama",16000US0155044,01,55044
212,"North Johns town, Alabama",16000US0155152,01,55152
24092,"Northport city, Alabama",16000US0155200,01,55200
988,"Notasulga town, Alabama",16000US0155440,01,55440
629,"Oak Grove town, Alabama",16000US0155752,01,55752
11,"Oak Hill town, Alabama",16000US0155848,01,55848
771,"Oakman town, Alabama",16000US0155992,01,55992
3641,"Odenville town, Alabama",16000US0156400,01,56400
1091,"Ohatchee town, Alabama",16000US0156472,01,56472
6623,"Oneonta city, Alabama",16000US0157000,01,57000
207,"Onycha town, Alabama",16000US0157024,01,57024
27956,"Opelika city, Alabama",16000US0157048,01,57048
6675,"Opp city, Alabama",16000US0157120,01,57120
5629,"Orange Beach city, Alabama",16000US0157144,01,57144
114,"Orrville town, Alabama",16000US0157240,01,57240
717,"Our Town CDP, Alabama",16000US0157384,01,57384
1954,"Owens Cross Roads town, Alabama",16000US0157504,01,57504
21250,"Oxford city, Alabama",16000US0157576,01,57576
14835,"Ozark city, Alabama",16000US0157648,01,57648
212,"Paint Rock town, Alabama",16000US0157696,01,57696
28,"Panola CDP, Alabama",16000US0157912,01,57912
954,"Parrish town, Alabama",16000US0158272,01,58272
22106,"Pelham city, Alabama",16000US0158848,01,58848
13128,"Pell City city, Alabama",16000US0158896,01,58896
218,"Pennington town, Alabama",16000US0158968,01,58968
316,"Penton CDP, Alabama",16000US0159016,01,59016
550,"Perdido Beach town, Alabama",16000US0159088,01,59088
114,"Peterman CDP, Alabama",16000US0159232,01,59232
41,"Petrey town, Alabama",16000US0159328,01,59328
35753,"Phenix City city, Alabama",16000US0159472,01,59472
1016,"Phil Campbell town, Alabama",16000US0159496,01,59496
578,"Pickensville town, Alabama",16000US0159592,01,59592
4811,"Piedmont city, Alabama",16000US0159640,01,59640
6605,"Pike Road town, Alabama",16000US0159760,01,59760
532,"Pinckard town, Alabama",16000US0159832,01,59832
123,"Pine Apple town, Alabama",16000US0159880,01,59880
1045,"Pine Hill town, Alabama",16000US0160240,01,60240
4002,"Pine Level CDP, Alabama",16000US0160264,01,60264
189,"Pine Ridge town, Alabama",16000US0160372,01,60372
7141,"Pinson city, Alabama",16000US0160648,01,60648
802,"Pisgah town, Alabama",16000US0160720,01,60720
10230,"Pleasant Grove city, Alabama",16000US0161008,01,61008
549,"Pleasant Groves town, Alabama",16000US0161038,01,61038
2388,"Point Clear CDP, Alabama",16000US0161488,01,61488
200,"Pollard town, Alabama",16000US0161536,01,61536
981,"Powell town, Alabama",16000US0162075,01,62075
34349,"Prattville city, Alabama",16000US0162328,01,62328
2848,"Priceville town, Alabama",16000US0162472,01,62472
22475,"Prichard city, Alabama",16000US0162496,01,62496
238,"Providence town, Alabama",16000US0162688,01,62688
122,"Putnam CDP, Alabama",16000US0162952,01,62952
1702,"Ragland town, Alabama",16000US0163216,01,63216
9623,"Rainbow City city, Alabama",16000US0163288,01,63288
4984,"Rainsville city, Alabama",16000US0163336,01,63336
449,"Ranburne town, Alabama",16000US0163408,01,63408
555,"Ray CDP, Alabama",16000US0163495,01,63495
3143,"Red Bay city, Alabama",16000US0163576,01,63576
4571,"Redland CDP, Alabama",16000US0163730,01,63730
367,"Red Level town, Alabama",16000US0163768,01,63768
1565,"Redstone Arsenal CDP, Alabama",16000US0163912,01,63912
766,"Reece City town, Alabama",16000US0163984,01,63984
456,"Reeltown CDP, Alabama",16000US0164040,01,64040
2044,"Reform town, Alabama",16000US0164104,01,64104
1609,"Rehobeth town, Alabama",16000US0164152,01,64152
160,"Repton town, Alabama",16000US0164368,01,64368
145,"Ridgeville town, Alabama",16000US0164656,01,64656
671,"River Falls town, Alabama",16000US0164776,01,64776
1967,"Riverside town, Alabama",16000US0164920,01,64920
160,"Riverview town, Alabama",16000US0165016,01,65016
6013,"Roanoke city, Alabama",16000US0165040,01,65040
5556,"Robertsdale city, Alabama",16000US0165208,01,65208
1377,"Rock Creek CDP, Alabama",16000US0165412,01,65412
537,"Rockford town, Alabama",16000US0165472,01,65472
633,"Rock Mills CDP, Alabama",16000US0165592,01,65592
23,"Rockville CDP, Alabama",16000US0165784,01,65784
1106,"Rogersville town, Alabama",16000US0166216,01,66216
358,"Rosa town, Alabama",16000US0166408,01,66408
9836,"Russellville city, Alabama",16000US0167056,01,67056
442,"Rutledge town, Alabama",16000US0167176,01,67176
423,"St. Florian town, Alabama",16000US0167536,01,67536
503,"St. Stephens CDP, Alabama",16000US0167584,01,67584
10445,"Saks CDP, Alabama",16000US0167608,01,67608
2134,"Samson city, Alabama",16000US0167800,01,67800
539,"Sand Rock town, Alabama",16000US0167920,01,67920
269,"Sanford town, Alabama",16000US0168016,01,68016
13657,"Saraland city, Alabama",16000US0168160,01,68160
1695,"Sardis City town, Alabama",16000US0168280,01,68280
6145,"Satsuma city, Alabama",16000US0168352,01,68352
14779,"Scottsboro city, Alabama",16000US0168736,01,68736
880,"Section town, Alabama",16000US0169000,01,69000
20276,"Selma city, Alabama",16000US0169120,01,69120
2887,"Selmont-West Selmont CDP, Alabama",16000US0169180,01,69180
3059,"Semmes city, Alabama",16000US0169240,01,69240
9067,"Sheffield city, Alabama",16000US0169648,01,69648
1417,"Shelby CDP, Alabama",16000US0169672,01,69672
336,"Shiloh town, Alabama",16000US0169840,01,69840
1385,"Shoal Creek CDP, Alabama",16000US0169978,01,69978
497,"Shorter town, Alabama",16000US0170128,01,70128
605,"Silas town, Alabama",16000US0170416,01,70416
684,"Silverhill town, Alabama",16000US0170536,01,70536
259,"Sims Chapel CDP, Alabama",16000US0170632,01,70632
381,"Sipsey town, Alabama",16000US0170704,01,70704
873,"Skyline town, Alabama",16000US0170896,01,70896
1936,"Slocomb city, Alabama",16000US0171040,01,71040
5095,"Smiths Station city, Alabama",16000US0171190,01,71190
2277,"Smoke Rise CDP, Alabama",16000US0171201,01,71201
1038,"Snead town, Alabama",16000US0171280,01,71280
657,"Somerville town, Alabama",16000US0171496,01,71496
8432,"Southside city, Alabama",16000US0171832,01,71832
553,"South Vinemont town, Alabama",16000US0171900,01,71900
7357,"Spanish Fort city, Alabama",16000US0171976,01,71976
183,"Spring Garden CDP, Alabama",16000US0172408,01,72408
4140,"Springville city, Alabama",16000US0172600,01,72600
0,"Spruce Pine CDP, Alabama",16000US0172672,01,72672
52,"Standing Rock CDP, Alabama",16000US0172720,01,72720
1021,"Steele town, Alabama",16000US0172888,01,72888
622,"Sterrett CDP, Alabama",16000US0173056,01,73056
2739,"Stevenson city, Alabama",16000US0173080,01,73080
